userID,city,country,time,daytype,season,social,endEmo,dominantEmo,mood,physical,location,decition,interaction,rating
315,10,3,4,3,4,7,7,7,3,2,2,2,2,5
315,10,3,2,3,1,2,7,7,1,1,1,2,1,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,5
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,5
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,3,1,1,2,7,7,2,1,1,2,1,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,5
315,10,3,3,2,2,2,7,7,2,1,1,1,1,3
315,10,3,2,1,1,2,7,7,2,1,1,1,1,4
315,10,3,2,1,1,2,7,7,2,1,1,1,1,5
315,10,3,1,2,1,2,7,7,2,1,1,1,1,5
315,10,3,2,2,1,2,7,7,2,1,1,1,1,2
315,10,3,2,2,1,2,6,1,2,1,1,1,1,1
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,5
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,5
315,10,3,3,1,1,2,1,1,2,1,1,2,1,5
315,10,3,3,2,1,2,7,7,2,1,1,1,1,4
315,10,3,3,2,1,2,7,7,2,1,1,1,1,5
315,10,3,2,1,1,2,7,7,1,1,1,1,2,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,3
315,10,3,4,3,4,7,7,7,3,2,2,2,2,3
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,1,2,1,2,2,2,2,1,1,1,1,5
315,10,3,2,2,2,2,2,2,2,1,1,2,2,5
315,10,3,2,2,2,2,7,7,2,1,1,1,1,3
315,10,3,2,2,2,2,2,2,2,1,1,1,1,5
315,10,3,3,1,2,1,7,7,2,1,1,1,1,4
315,10,3,4,3,4,7,7,7,3,2,2,2,2,4
315,10,3,1,3,2,1,7,7,2,1,1,1,1,4
315,10,3,3,1,2,2,2,2,2,1,1,1,1,4
315,10,3,2,2,2,2,7,7,1,1,1,1,1,5
615,10,3,3,1,3,2,2,2,1,1,1,2,1,4
615,10,3,3,2,3,2,3,3,2,1,1,2,1,3
615,10,3,2,2,3,2,3,3,2,1,1,2,1,2
615,10,3,3,1,3,2,2,2,1,1,1,2,1,4
615,10,3,3,1,3,2,2,2,2,1,1,1,1,5
615,10,3,3,1,3,2,7,4,2,1,1,2,1,4
615,10,3,3,1,3,2,6,6,2,1,1,1,1,2
615,10,3,3,1,3,2,7,7,2,1,1,2,1,3
615,10,3,2,1,3,2,2,2,1,1,1,2,1,5
615,10,3,3,1,3,2,2,2,1,1,1,1,1,4
615,10,3,3,2,3,2,2,2,2,1,1,2,1,5
615,10,3,3,2,3,2,1,6,2,2,1,2,1,4
615,10,3,3,2,3,2,7,7,2,2,1,2,1,3
615,10,3,2,2,3,2,2,2,2,1,1,1,1,4
615,10,3,3,2,3,2,2,2,2,1,1,1,1,5
615,10,3,3,1,3,1,2,2,2,1,1,1,1,4
615,10,3,3,1,3,2,7,7,2,1,1,1,1,2
615,10,3,2,1,3,2,1,1,2,1,1,2,1,4
615,10,3,3,2,3,2,1,1,2,1,1,2,1,3
615,10,3,3,2,3,2,2,2,2,1,1,1,2,5
615,10,3,3,1,3,2,4,4,2,1,1,2,1,5
615,10,3,3,1,3,2,2,2,2,1,1,1,2,5
615,10,3,3,3,4,2,2,2,2,1,1,1,2,4
615,10,3,3,3,4,2,2,2,2,1,1,1,2,4
615,10,3,3,3,4,2,2,2,2,1,1,1,2,4
615,10,3,4,1,4,2,3,3,2,1,1,1,1,3
615,10,3,3,2,4,2,2,2,2,1,1,2,1,5
615,10,3,3,1,4,2,2,2,1,1,1,2,1,4
615,10,3,3,2,4,2,7,7,1,1,1,1,1,3
615,10,3,3,2,1,2,6,6,2,1,1,1,1,3
615,10,3,3,1,1,2,7,7,2,1,1,1,1,2
615,10,3,3,2,1,2,4,4,2,1,1,2,1,3
615,10,3,3,1,1,2,7,7,2,1,1,1,1,2
615,10,3,3,1,1,2,2,2,1,1,1,1,1,5
615,10,3,3,1,1,2,2,2,1,1,1,1,2,4
615,10,3,3,1,1,2,7,7,2,1,1,2,1,3
615,10,3,2,2,1,2,4,1,2,1,1,1,1,4
615,10,3,3,1,1,2,3,7,1,1,1,1,1,4
615,10,3,3,2,1,2,6,6,1,1,1,1,1,3
615,10,3,3,2,1,2,2,2,1,1,1,1,1,4
615,10,3,3,1,1,2,2,2,2,1,1,2,1,4
615,10,3,4,1,1,2,2,2,1,1,1,2,1,4
615,10,3,3,1,1,2,2,2,1,1,1,1,2,5
615,10,3,2,1,1,2,2,2,1,1,1,1,2,5
615,10,3,4,2,1,2,2,2,1,1,1,1,2,5
615,10,3,2,1,1,2,2,2,1,1,1,1,2,3
615,10,3,3,1,1,2,7,7,1,1,1,1,1,1
615,10,3,3,2,1,2,2,2,1,1,1,2,2,4
615,10,3,2,1,1,2,7,7,2,1,1,2,1,4
615,10,3,3,1,1,2,2,2,1,1,1,1,1,5
615,10,3,1,2,1,2,2,2,1,1,1,1,2,5
615,10,3,3,1,1,2,2,2,2,1,1,1,2,5
615,10,3,3,1,1,2,6,6,1,1,1,1,1,3
615,10,3,3,1,1,2,2,2,2,1,1,1,1,3
615,10,3,3,3,1,2,2,2,3,1,1,2,1,3
615,10,3,1,2,1,2,2,2,2,1,1,1,1,2
615,10,3,3,1,2,2,2,2,2,1,1,1,1,5
615,10,3,2,1,2,2,2,2,2,1,1,1,1,4
615,10,3,3,2,2,2,2,2,1,1,1,1,1,4
615,10,3,3,2,2,2,2,2,1,1,1,1,1,4
615,10,3,2,1,2,1,7,7,2,1,1,1,1,3
615,10,3,3,1,2,2,2,2,2,1,1,1,2,5
615,10,3,2,1,2,2,2,2,1,1,1,1,1,5
615,10,3,3,1,2,2,7,7,2,1,1,1,1,2
615,10,3,2,1,2,2,7,7,2,1,1,1,1,3
615,10,3,3,2,2,2,7,7,1,1,1,2,1,3
615,10,3,3,2,2,2,7,7,2,1,1,2,1,4
615,10,3,3,3,1,2,7,7,2,1,1,2,1,3
615,10,3,3,1,2,2,7,7,2,1,1,1,1,5
615,10,3,4,1,2,2,4,4,2,1,1,2,1,5
615,10,3,3,1,2,2,4,7,2,2,1,2,1,4
615,10,3,2,1,2,2,2,2,2,1,1,2,1,5
615,10,3,2,1,2,2,4,4,2,1,1,1,1,4
615,10,3,3,1,2,1,2,2,1,1,1,1,2,5
615,10,3,2,2,2,2,2,2,1,1,1,2,1,5
615,10,3,3,1,2,2,2,2,1,1,1,1,1,5
615,10,3,2,1,3,1,2,2,1,1,1,1,1,4
615,10,3,3,1,2,2,7,7,2,1,1,1,1,3
615,10,3,2,1,3,2,7,7,2,1,1,2,1,3
615,10,3,3,1,3,2,7,7,2,1,1,2,1,5
615,10,3,3,1,3,2,7,7,2,1,1,2,1,5
615,10,3,1,2,3,2,7,7,2,2,1,2,1,5
615,10,3,3,2,3,2,2,2,2,2,1,2,1,5
615,10,3,2,1,3,2,7,7,2,1,1,1,1,4
615,10,3,3,2,3,2,2,2,2,1,1,2,1,3
615,10,3,3,2,3,2,7,7,2,2,1,1,1,3
615,10,3,2,1,3,1,7,7,2,2,1,1,1,2
615,10,3,2,2,3,1,6,6,1,2,1,1,1,1
615,10,3,3,1,3,1,7,7,2,1,1,1,1,3
615,10,3,3,2,2,1,7,7,2,1,1,1,1,2
615,10,3,2,2,3,2,2,2,1,1,1,2,1,4
615,10,3,3,1,3,2,7,7,2,1,1,1,1,1
615,10,3,3,2,3,2,7,7,2,1,1,1,1,1
615,10,3,3,1,3,2,7,7,2,1,1,1,1,3
615,10,3,3,2,2,1,7,7,2,2,1,1,2,5
615,10,3,1,2,3,2,7,7,1,1,1,2,1,3
615,10,3,3,1,3,2,2,2,1,1,1,2,1,4
615,10,3,3,1,4,2,7,7,1,1,1,2,1,3
615,10,3,3,1,4,2,7,7,1,1,1,1,1,5
615,10,3,3,1,4,2,2,2,1,1,1,2,1,5
615,10,3,3,1,4,2,2,2,1,1,1,1,1,4
615,10,3,3,2,4,2,7,7,1,1,1,2,1,1
615,10,3,3,1,4,2,7,7,1,1,1,1,2,5
615,10,3,3,2,4,2,2,2,1,1,1,2,1,4
615,10,3,3,3,4,2,2,2,1,1,1,2,1,5
615,10,3,2,2,4,2,2,2,1,1,1,1,1,4
615,10,3,3,2,4,2,2,2,1,1,1,1,2,4
615,10,3,3,2,4,2,2,7,2,1,1,1,2,5
615,10,3,2,2,4,2,7,7,2,1,1,2,1,1
615,10,3,2,2,4,2,4,4,2,1,1,2,1,5
615,10,3,2,2,4,2,2,2,1,1,1,2,1,5
615,10,3,2,2,4,7,7,7,2,1,1,2,1,4
615,10,3,3,2,1,2,2,2,2,1,1,1,1,3
615,10,3,2,2,1,2,7,7,1,1,1,1,1,3
615,10,3,3,2,1,2,7,7,2,1,1,1,2,4
615,10,3,3,2,1,1,7,7,2,1,1,1,2,5
615,10,3,3,2,1,2,7,7,2,1,1,1,2,5
615,10,3,3,1,1,2,7,7,2,1,1,1,1,4
615,10,3,3,2,1,2,2,2,1,1,1,1,2,5
615,10,3,3,2,4,2,2,2,1,1,1,1,1,5
615,10,3,3,1,3,2,7,7,2,1,1,1,2,5
615,10,3,4,3,4,7,7,7,3,2,2,2,2,5
615,10,3,4,3,4,7,7,7,3,2,2,2,2,5
615,10,3,4,3,4,7,7,7,3,2,2,2,2,5
615,10,3,4,3,4,7,7,7,3,2,2,2,2,5
615,10,3,4,3,4,7,7,7,3,2,2,2,2,5
615,10,3,4,3,4,7,7,7,3,2,2,2,2,1
