itemID,genre1,genre2,genre3
4003,17,19,21
4037,3,21,0
4041,8,10,17
4050,7,8,0
4055,10,0,0
4056,7,12,0
4061,7,0,0
4004,1,8,19
4085,11,7,16
4086,1,3,19
4066,7,8,0
248,8,10,21
249,8,10,21
250,8,10,21
4101,10,15,18
2679,6,8,10
4054,7,18,0
4105,1,14,19
2725,1,14,19
2205,1,14,19
4065,1,19,21
3869,4,1,3
4070,7,10,18
4036,1,10,19
4146,1,3,19
4138,1,19,21
3661,4,1,19
4087,7,12,18
4162,7,10,18
3925,10,8,0
4173,1,10,19
4071,3,7,21
3455,3,7,10
4195,10,19,0
4199,8,7,0
3312,1,3,7
4236,7,18,0
4237,3,1,11
4007,1,3,12
3098,1,3,12
4281,7,0,0
4282,10,21,0
4272,3,10,11
4228,7,10,18
4300,4,1,3
4301,6,10,13
4270,1,19,21
4302,1,3,19
4004,1,8,19
4147,6,10,20
3950,1,3,10
172,3,11,12
150,1,19,21
3954,1,3,19
223,1,3,12
152,1,19,21
151,1,19,21
3313,4,11,12
3890,7,8,10
4306,1,3,21
4045,1,8,10
4316,6,10,0
2628,7,10,0
3548,4,3,7
2592,3,4,11
4163,10,0,0
4274,10,18,0
196,4,1,3
3646,8,21,0
4100,1,8,10
2143,1,6,10
2009,7,10,11
4324,1,3,8
4288,1,10,19
4325,1,19,0
2343,7,21,0
4326,1,12,21
3650,4,11,12
4314,7,18,0
3635,4,3,7
141,4,3,12
220,1,17,19
3219,1,19,21
218,1,3,12
4329,6,10,0
4331,1,3,12
4219,10,13,22
4333,1,3,19
3773,1,3,7
3856,4,1,3
3753,8,21,0
4348,10,11,0
4349,3,7,10
4350,1,6,8
4351,7,0,0
4352,1,7,19
3781,3,7,10
4353,4,3,7
4360,7,16,18
4319,7,18,10
11,7,18,18
214,14,21,17
215,1,14,17
216,7,0,0
99,1,3,19
228,8,21,0
229,6,7,8
235,10,17,18
237,1,7,23
166,4,3,7
107,7,12,18
74,1,3,13
3514,1,18,0
3515,1,3,12
3516,1,3,12
178,4,3,7
3545,1,3,7
3546,10,18,22
3550,10,17,21
112,1,3,0
167,10,17,19
3000,1,3,18
2491,3,7,19
3744,3,7,11
3745,3,7,11
2677,19,14,21
3847,10,16,18
3748,1,10,21
3875,6,10,0
3907,1,14,19
3770,1,3,19
3921,6,10,13
3927,7,0,0
86,1,3,12
3923,1,12,21
3743,7,0,0
3931,10,21,0
190,1,3,12
191,1,3,12
192,1,3,12
3965,7,0,0
3966,7,18,0
3969,7,16,0
3971,10,16,18
3973,7,18,0
1905,11,16,12
3970,1,19,0
3964,17,19,21
3952,12,14,17
3347,7,16,18
3991,7,8,10
15,1,8,21
3005,10,0,0
2546,3,10,23
2986,10,18,0
4015,1,8,12
4016,8,10,21
2646,6,10,15
3883,3,10,13
3999,1,19,21
3958,1,3,12
3810,7,10,18
3992,1,3,10
4019,1,21,0
4021,8,10,21
4026,10,0,0
4027,4,1,3
4028,7,0,0
4003,17,19,21
4037,3,21,0
4041,8,10,17
4050,7,8,0
4055,10,0,0
4056,7,12,0
4061,7,0,0
4004,1,8,19
4085,11,7,16
4086,1,3,19
4066,7,8,0
248,8,10,21
249,8,10,21
250,8,10,21
4101,10,15,18
2679,6,8,10
4054,7,18,0
4105,1,14,19
2725,1,14,19
2205,1,14,19
4065,1,19,21
3869,4,1,3
4070,7,10,18
4036,1,10,19
4146,1,3,19
4138,1,19,21
3661,4,1,19
4087,7,12,18
4162,7,10,18
3925,10,8,0
4173,1,10,19
4071,3,7,21
3455,3,7,10
4195,10,19,0
4199,8,7,0
3312,1,3,7
4236,7,18,0
4237,3,1,11
4007,1,3,12
3098,1,3,12
4281,7,0,0
4282,10,21,0
4272,3,10,11
4228,7,10,18
4300,4,1,3
4301,6,10,13
4270,1,19,21
4302,1,3,19
4004,1,8,19
4147,6,10,20
3950,1,3,10
172,3,11,12
150,1,19,21
3954,1,3,19
223,1,3,12
152,1,19,21
151,1,19,21
3313,4,11,12
3890,7,8,10
4306,1,3,21
4045,1,8,10
4316,6,10,0
2628,7,10,0
3548,4,3,7
2592,3,4,11
4163,10,0,0
4274,10,18,0
196,4,1,3
3646,8,21,0
4100,1,8,10
2143,1,6,10
2009,7,10,11
4324,1,3,8
4288,1,10,19
4325,1,19,0
2343,7,21,0
4326,1,12,21
3650,4,11,12
4314,7,18,0
3635,4,3,7
141,4,3,12
220,1,17,19
3219,1,19,21
218,1,3,12
4329,6,10,0
4331,1,3,12
4219,10,13,22
4333,1,3,19
3773,1,3,7
3856,4,1,3
3753,8,21,0
4348,10,11,0
4349,3,7,10
4350,1,6,8
4351,7,0,0
4352,1,7,19
3781,3,7,10
4353,4,3,7
4360,7,16,18
4319,7,18,10
11,7,18,18
214,14,21,17
215,1,14,17
216,7,0,0
99,1,3,19
228,8,21,0
229,6,7,8
235,10,17,18
237,1,7,23
166,4,3,7
107,7,12,18
74,1,3,13
3514,1,18,0
3515,1,3,12
3516,1,3,12
178,4,3,7
3545,1,3,7
3546,10,18,22
3550,10,17,21
112,1,3,0
167,10,17,19
3000,1,3,18
2491,3,7,19
3744,3,7,11
3745,3,7,11
2677,19,14,21
3847,10,16,18
3748,1,10,21
3875,6,10,0
3907,1,14,19
3770,1,3,19
3921,6,10,13
3927,7,0,0
86,1,3,12
3923,1,12,21
3743,7,0,0
3931,10,21,0
190,1,3,12
191,1,3,12
192,1,3,12
3965,7,0,0
3966,7,18,0
3969,7,16,0
3971,10,16,18
3973,7,18,0
1905,11,16,12
3970,1,19,0
3964,17,19,21
3952,12,14,17
3347,7,16,18
3991,7,8,10
15,1,8,21
3005,10,0,0
2546,3,10,23
2986,10,18,0
4015,1,8,12
4016,8,10,21
2646,6,10,15
3883,3,10,13
3999,1,19,21
3958,1,3,12
3810,7,10,18
3992,1,3,10
4019,1,21,0
4021,8,10,21
4026,10,0,0
4027,4,1,3
4028,7,0,0
4003,17,19,21
4037,3,21,0
4041,8,10,17
4050,7,8,0
4055,10,0,0
4056,7,12,0
4061,7,0,0
4004,1,8,19
4085,11,7,16
4086,1,3,19
4066,7,8,0
248,8,10,21
249,8,10,21
250,8,10,21
4101,10,15,18
2679,6,8,10
4054,7,18,0
4105,1,14,19
2725,1,14,19
2205,1,14,19
4065,1,19,21
3869,4,1,3
4070,7,10,18
4036,1,10,19
4146,1,3,19
4138,1,19,21
3661,4,1,19
4087,7,12,18
4162,7,10,18
3925,10,8,0
4173,1,10,19
4071,3,7,21
3455,3,7,10
4195,10,19,0
4199,8,7,0
3312,1,3,7
4236,7,18,0
4237,3,1,11
4007,1,3,12
3098,1,3,12
4281,7,0,0
4282,10,21,0
4272,3,10,11
4228,7,10,18
4300,4,1,3
4301,6,10,13
4270,1,19,21
4302,1,3,19
4004,1,8,19
4147,6,10,20
3950,1,3,10
172,3,11,12
150,1,19,21
3954,1,3,19
223,1,3,12
152,1,19,21
151,1,19,21
3313,4,11,12
3890,7,8,10
4306,1,3,21
4045,1,8,10
4316,6,10,0
2628,7,10,0
3548,4,3,7
2592,3,4,11
4163,10,0,0
4274,10,18,0
196,4,1,3
3646,8,21,0
4100,1,8,10
2143,1,6,10
2009,7,10,11
4324,1,3,8
4288,1,10,19
4325,1,19,0
2343,7,21,0
4326,1,12,21
3650,4,11,12
4314,7,18,0
3635,4,3,7
141,4,3,12
220,1,17,19
3219,1,19,21
218,1,3,12
4329,6,10,0
4331,1,3,12
4219,10,13,22
4333,1,3,19
3773,1,3,7
3856,4,1,3
3753,8,21,0
4348,10,11,0
4349,3,7,10
4350,1,6,8
4351,7,0,0
4352,1,7,19
3781,3,7,10
4353,4,3,7
4360,7,16,18
4319,7,18,10
12,10,0,0
29,1,7,8
226,1,3,12
230,1,3,12
3729,10,15,0
12,10,0,0
29,1,7,8
226,1,3,12
230,1,3,12
3729,10,15,0
12,10,0,0
29,1,7,8
226,1,3,12
230,1,3,12
3729,10,15,0
12,10,0,0
29,1,7,8
226,1,3,12
230,1,3,12
3729,10,15,0
12,10,0,0
29,1,7,8
226,1,3,12
230,1,3,12
3729,10,15,0
5,7,6,10
6,7,10,18
7,3,10,18
15,1,8,21
29,1,7,8
30,8,10,17
38,9,7,0
43,1,7,8
45,8,10,21
64,7,8,18
54,1,3,0
74,1,3,13
88,7,0,0
58,10,14,21
106,10,17,0
110,7,12,0
113,8,17,21
122,4,3,12
123,8,10,21
125,7,10,15
129,1,3,19
104,1,3,19
139,1,23,0
99,1,3,19
66,1,3,8
154,7,10,0
142,1,12,19
162,4,12,18
83,1,3,10
176,7,14,21
177,1,3,21
173,7,10,0
184,1,3,12
220,1,17,19
226,1,3,12
230,1,3,12
251,1,3,10
3508,3,7,11
3509,14,19,0
3646,8,21,0
3551,10,0,0
3582,10,7,0
3583,8,10,0
3584,10,13,22
3587,8,10,22
3596,1,8,10
3597,14,17,21
3607,1,7,8
3614,14,19,0
3618,10,0,0
77,9,7,0
175,7,12,18
3510,6,10,13
141,4,3,12
3696,9,5,20
3720,7,18,0
47,1,17,19
3760,1,8,10
138,10,17,21
241,10,12,17
88,7,0,0
3750,3,6,10
3766,7,10,18
3773,1,3,7
3782,1,7,10
3726,10,21,0
3788,9,0,0
3579,1,7,8
3588,1,8,10
3792,14,0,0
2281,8,10,0
3801,3,10,11
3802,3,10,17
2234,1,3,21
209,1,7,8
3827,6,10,0
219,1,3,12
223,1,3,12
3834,9,6,10
3825,7,10,15
3600,10,21,0
3844,9,1,7
2994,17,21,0
3787,10,13,0
3874,3,10,0
3994,1,7,10
4007,1,3,12
4009,1,3,10
3961,8,10,21
4017,8,21,0
4032,1,8,17
4038,9,10,13
4045,1,8,10
4042,10,18,0
73,7,18,0
4048,7,10,0
108,1,3,21
3936,1,17,21
3937,1,17,21
3949,1,17,21
84,1,10,22
4064,7,18,0
4069,1,3,10
4075,1,10,21
4078,1,8,12
1983,1,8,21
4081,1,8,10
4003,17,19,21
2651,10,19,17
4098,7,0,0
220,1,17,19
4114,8,17,21
3771,1,3,19
4148,10,18,0
3522,3,7,8
4119,10,0,0
3623,7,10,18
3642,8,10,17
85,1,8,21
4232,4,7,10
4036,1,10,19
4151,17,19,21
3832,1,8,21
4229,1,10,21
3588,1,8,10
4230,10,17,21
4266,1,19,21
3899,1,10,17
4271,10,0,0
155,3,7,10
4295,9,10,0
4297,7,10,12
4299,8,10,17
4310,1,3,10
4311,1,10,8
3968,1,8,21
3898,1,8,10
3826,7,10,0
3098,1,3,12
3635,4,3,7
4151,17,19,21
2240,8,10,21
4288,1,10,19
5,7,6,10
6,7,10,18
7,3,10,18
15,1,8,21
29,1,7,8
30,8,10,17
38,9,7,0
43,1,7,8
45,8,10,21
64,7,8,18
54,1,3,0
74,1,3,13
88,7,0,0
58,10,14,21
106,10,17,0
110,7,12,0
113,8,17,21
122,4,3,12
123,8,10,21
125,7,10,15
129,1,3,19
104,1,3,19
139,1,23,0
99,1,3,19
66,1,3,8
154,7,10,0
142,1,12,19
162,4,12,18
83,1,3,10
176,7,14,21
177,1,3,21
173,7,10,0
184,1,3,12
220,1,17,19
226,1,3,12
230,1,3,12
251,1,3,10
3508,3,7,11
3509,14,19,0
3646,8,21,0
3551,10,0,0
3582,10,7,0
3583,8,10,0
3584,10,13,22
3587,8,10,22
3596,1,8,10
3597,14,17,21
3607,1,7,8
3614,14,19,0
3618,10,0,0
77,9,7,0
175,7,12,18
3510,6,10,13
141,4,3,12
3696,9,5,20
3720,7,18,0
47,1,17,19
3760,1,8,10
138,10,17,21
241,10,12,17
88,7,0,0
3750,3,6,10
3766,7,10,18
3773,1,3,7
3782,1,7,10
3726,10,21,0
3788,9,0,0
3579,1,7,8
3588,1,8,10
3792,14,0,0
2281,8,10,0
3801,3,10,11
3802,3,10,17
2234,1,3,21
209,1,7,8
3827,6,10,0
219,1,3,12
223,1,3,12
3834,9,6,10
3825,7,10,15
3600,10,21,0
3844,9,1,7
2994,17,21,0
3787,10,13,0
3874,3,10,0
3994,1,7,10
4007,1,3,12
4009,1,3,10
3961,8,10,21
4017,8,21,0
4032,1,8,17
4038,9,10,13
4045,1,8,10
4042,10,18,0
73,7,18,0
4048,7,10,0
108,1,3,21
3936,1,17,21
3937,1,17,21
3949,1,17,21
84,1,10,22
4064,7,18,0
4069,1,3,10
4075,1,10,21
4078,1,8,12
1983,1,8,21
4081,1,8,10
4003,17,19,21
2651,10,19,17
4098,7,0,0
220,1,17,19
4114,8,17,21
3771,1,3,19
4148,10,18,0
3522,3,7,8
4119,10,0,0
3623,7,10,18
3642,8,10,17
85,1,8,21
4232,4,7,10
4036,1,10,19
4151,17,19,21
3832,1,8,21
4229,1,10,21
3588,1,8,10
4230,10,17,21
4266,1,19,21
3899,1,10,17
4271,10,0,0
155,3,7,10
4295,9,10,0
4297,7,10,12
4299,8,10,17
4310,1,3,10
4311,1,10,8
3968,1,8,21
3898,1,8,10
3826,7,10,0
3098,1,3,12
3635,4,3,7
4151,17,19,21
2240,8,10,21
4288,1,10,19
5,7,6,10
6,7,10,18
7,3,10,18
15,1,8,21
29,1,7,8
30,8,10,17
38,9,7,0
43,1,7,8
45,8,10,21
64,7,8,18
54,1,3,0
74,1,3,13
88,7,0,0
58,10,14,21
106,10,17,0
110,7,12,0
113,8,17,21
122,4,3,12
123,8,10,21
125,7,10,15
129,1,3,19
104,1,3,19
139,1,23,0
99,1,3,19
66,1,3,8
154,7,10,0
142,1,12,19
162,4,12,18
83,1,3,10
176,7,14,21
177,1,3,21
173,7,10,0
184,1,3,12
220,1,17,19
226,1,3,12
230,1,3,12
251,1,3,10
3508,3,7,11
3509,14,19,0
3646,8,21,0
3551,10,0,0
3582,10,7,0
3583,8,10,0
3584,10,13,22
3587,8,10,22
3596,1,8,10
3597,14,17,21
3607,1,7,8
3614,14,19,0
3618,10,0,0
77,9,7,0
175,7,12,18
3510,6,10,13
141,4,3,12
3696,9,5,20
3720,7,18,0
47,1,17,19
3760,1,8,10
138,10,17,21
241,10,12,17
88,7,0,0
3750,3,6,10
3766,7,10,18
3773,1,3,7
3782,1,7,10
3726,10,21,0
3788,9,0,0
3579,1,7,8
3588,1,8,10
3792,14,0,0
2281,8,10,0
3801,3,10,11
3802,3,10,17
2234,1,3,21
209,1,7,8
3827,6,10,0
219,1,3,12
223,1,3,12
3834,9,6,10
3825,7,10,15
3600,10,21,0
3844,9,1,7
2994,17,21,0
3787,10,13,0
3874,3,10,0
3994,1,7,10
4007,1,3,12
4009,1,3,10
3961,8,10,21
4017,8,21,0
4032,1,8,17
4038,9,10,13
4045,1,8,10
4042,10,18,0
73,7,18,0
4048,7,10,0
108,1,3,21
3936,1,17,21
3937,1,17,21
3949,1,17,21
84,1,10,22
4064,7,18,0
4069,1,3,10
4075,1,10,21
4078,1,8,12
1983,1,8,21
4081,1,8,10
4003,17,19,21
2651,10,19,17
4098,7,0,0
220,1,17,19
4114,8,17,21
3771,1,3,19
4148,10,18,0
3522,3,7,8
4119,10,0,0
3623,7,10,18
3642,8,10,17
85,1,8,21
4232,4,7,10
4036,1,10,19
4151,17,19,21
3832,1,8,21
4229,1,10,21
3588,1,8,10
4230,10,17,21
4266,1,19,21
3899,1,10,17
4271,10,0,0
155,3,7,10
4295,9,10,0
4297,7,10,12
4299,8,10,17
4310,1,3,10
4311,1,10,8
3968,1,8,21
3898,1,8,10
3826,7,10,0
3098,1,3,12
3635,4,3,7
4151,17,19,21
2240,8,10,21
4288,1,10,19
5,7,6,10
6,7,10,18
7,3,10,18
15,1,8,21
29,1,7,8
30,8,10,17
38,9,7,0
43,1,7,8
45,8,10,21
64,7,8,18
54,1,3,0
74,1,3,13
88,7,0,0
58,10,14,21
106,10,17,0
110,7,12,0
113,8,17,21
122,4,3,12
123,8,10,21
125,7,10,15
129,1,3,19
104,1,3,19
139,1,23,0
99,1,3,19
66,1,3,8
154,7,10,0
142,1,12,19
162,4,12,18
83,1,3,10
176,7,14,21
177,1,3,21
173,7,10,0
184,1,3,12
220,1,17,19
226,1,3,12
230,1,3,12
251,1,3,10
3508,3,7,11
3509,14,19,0
3646,8,21,0
3551,10,0,0
3582,10,7,0
3583,8,10,0
3584,10,13,22
3587,8,10,22
3596,1,8,10
3597,14,17,21
3607,1,7,8
3614,14,19,0
3618,10,0,0
77,9,7,0
175,7,12,18
3510,6,10,13
141,4,3,12
3696,9,5,20
3720,7,18,0
47,1,17,19
3760,1,8,10
138,10,17,21
241,10,12,17
88,7,0,0
3750,3,6,10
3766,7,10,18
3773,1,3,7
3782,1,7,10
3726,10,21,0
3788,9,0,0
3579,1,7,8
3588,1,8,10
3792,14,0,0
2281,8,10,0
3801,3,10,11
3802,3,10,17
2234,1,3,21
209,1,7,8
3827,6,10,0
219,1,3,12
223,1,3,12
3834,9,6,10
3825,7,10,15
3600,10,21,0
3844,9,1,7
2994,17,21,0
3787,10,13,0
3874,3,10,0
3994,1,7,10
4007,1,3,12
4009,1,3,10
3961,8,10,21
4017,8,21,0
4032,1,8,17
4038,9,10,13
4045,1,8,10
4042,10,18,0
73,7,18,0
4048,7,10,0
108,1,3,21
3936,1,17,21
3937,1,17,21
3949,1,17,21
84,1,10,22
4064,7,18,0
4069,1,3,10
4075,1,10,21
4078,1,8,12
1983,1,8,21
4081,1,8,10
4003,17,19,21
2651,10,19,17
4098,7,0,0
220,1,17,19
4114,8,17,21
3771,1,3,19
4148,10,18,0
3522,3,7,8
4119,10,0,0
3623,7,10,18
3642,8,10,17
85,1,8,21
4232,4,7,10
4036,1,10,19
4151,17,19,21
3832,1,8,21
4229,1,10,21
3588,1,8,10
4230,10,17,21
4266,1,19,21
3899,1,10,17
4271,10,0,0
155,3,7,10
4295,9,10,0
4297,7,10,12
4299,8,10,17
4310,1,3,10
4311,1,10,8
3968,1,8,21
3898,1,8,10
3826,7,10,0
3098,1,3,12
3635,4,3,7
4151,17,19,21
2240,8,10,21
4288,1,10,19
5,7,6,10
6,7,10,18
7,3,10,18
15,1,8,21
29,1,7,8
30,8,10,17
38,9,7,0
43,1,7,8
45,8,10,21
64,7,8,18
54,1,3,0
74,1,3,13
88,7,0,0
58,10,14,21
106,10,17,0
110,7,12,0
113,8,17,21
122,4,3,12
123,8,10,21
125,7,10,15
129,1,3,19
104,1,3,19
139,1,23,0
99,1,3,19
66,1,3,8
154,7,10,0
142,1,12,19
162,4,12,18
83,1,3,10
176,7,14,21
177,1,3,21
173,7,10,0
184,1,3,12
220,1,17,19
226,1,3,12
230,1,3,12
251,1,3,10
3508,3,7,11
3509,14,19,0
3646,8,21,0
3551,10,0,0
3582,10,7,0
3583,8,10,0
3584,10,13,22
3587,8,10,22
3596,1,8,10
3597,14,17,21
3607,1,7,8
3614,14,19,0
3618,10,0,0
77,9,7,0
175,7,12,18
3510,6,10,13
141,4,3,12
3696,9,5,20
3720,7,18,0
47,1,17,19
3760,1,8,10
138,10,17,21
241,10,12,17
88,7,0,0
3750,3,6,10
3766,7,10,18
3773,1,3,7
3782,1,7,10
3726,10,21,0
3788,9,0,0
3579,1,7,8
3588,1,8,10
3792,14,0,0
2281,8,10,0
3801,3,10,11
3802,3,10,17
2234,1,3,21
209,1,7,8
3827,6,10,0
219,1,3,12
223,1,3,12
3834,9,6,10
3825,7,10,15
3600,10,21,0
3844,9,1,7
2994,17,21,0
3787,10,13,0
3874,3,10,0
3994,1,7,10
4007,1,3,12
4009,1,3,10
3961,8,10,21
4017,8,21,0
4032,1,8,17
4038,9,10,13
4045,1,8,10
4042,10,18,0
73,7,18,0
4048,7,10,0
108,1,3,21
3936,1,17,21
3937,1,17,21
3949,1,17,21
84,1,10,22
4064,7,18,0
4069,1,3,10
4075,1,10,21
4078,1,8,12
1983,1,8,21
4081,1,8,10
4003,17,19,21
2651,10,19,17
4098,7,0,0
220,1,17,19
4114,8,17,21
3771,1,3,19
4148,10,18,0
3522,3,7,8
4119,10,0,0
3623,7,10,18
3642,8,10,17
85,1,8,21
4232,4,7,10
4036,1,10,19
4151,17,19,21
3832,1,8,21
4229,1,10,21
3588,1,8,10
4230,10,17,21
4266,1,19,21
3899,1,10,17
4271,10,0,0
155,3,7,10
4295,9,10,0
4297,7,10,12
4299,8,10,17
4310,1,3,10
4311,1,10,8
3968,1,8,21
3898,1,8,10
3826,7,10,0
3098,1,3,12
3635,4,3,7
4151,17,19,21
2240,8,10,21
4288,1,10,19
13,1,14,19
13,1,14,19
13,1,14,19
13,1,14,19
13,1,14,19
14,7,0,0
18,1,3,21
31,10,18,0
32,10,19,21
3592,10,17,19
3675,7,10,13
3783,1,8,21
14,7,0,0
18,1,3,21
31,10,18,0
32,10,19,21
3592,10,17,19
3675,7,10,13
3783,1,8,21
14,7,0,0
18,1,3,21
31,10,18,0
32,10,19,21
3592,10,17,19
3675,7,10,13
3783,1,8,21
14,7,0,0
18,1,3,21
31,10,18,0
32,10,19,21
3592,10,17,19
3675,7,10,13
3783,1,8,21
14,7,0,0
18,1,3,21
31,10,18,0
32,10,19,21
3592,10,17,19
3675,7,10,13
3783,1,8,21
114,1,3,17
129,1,3,19
52,1,3,19
201,10,17,21
3656,7,10,0
3657,7,10,0
3659,7,10,0
3704,10,19,21
165,1,3,10
3712,6,10,21
3733,10,0,0
3734,1,3,10
3750,3,6,10
3764,7,10,0
3789,7,8,10
3803,7,10,0
3509,14,19,0
3876,7,10,18
3877,8,10,21
4030,9,6,20
4031,10,18,0
4039,10,0,0
4139,10,0,0
4142,1,10,18
4143,7,10,18
114,1,3,17
129,1,3,19
52,1,3,19
201,10,17,21
3656,7,10,0
3657,7,10,0
3659,7,10,0
3704,10,19,21
165,1,3,10
3712,6,10,21
3733,10,0,0
3734,1,3,10
3750,3,6,10
3764,7,10,0
3789,7,8,10
3803,7,10,0
3509,14,19,0
3876,7,10,18
3877,8,10,21
4030,9,6,20
4031,10,18,0
4039,10,0,0
4139,10,0,0
4142,1,10,18
4143,7,10,18
114,1,3,17
129,1,3,19
52,1,3,19
201,10,17,21
3656,7,10,0
3657,7,10,0
3659,7,10,0
3704,10,19,21
165,1,3,10
3712,6,10,21
3733,10,0,0
3734,1,3,10
3750,3,6,10
3764,7,10,0
3789,7,8,10
3803,7,10,0
3509,14,19,0
3876,7,10,18
3877,8,10,21
4030,9,6,20
4031,10,18,0
4039,10,0,0
4139,10,0,0
4142,1,10,18
4143,7,10,18
114,1,3,17
129,1,3,19
52,1,3,19
201,10,17,21
3656,7,10,0
3657,7,10,0
3659,7,10,0
3704,10,19,21
165,1,3,10
3712,6,10,21
3733,10,0,0
3734,1,3,10
3750,3,6,10
3764,7,10,0
3789,7,8,10
3803,7,10,0
3509,14,19,0
3876,7,10,18
3877,8,10,21
4030,9,6,20
4031,10,18,0
4039,10,0,0
4139,10,0,0
4142,1,10,18
4143,7,10,18
114,1,3,17
129,1,3,19
52,1,3,19
201,10,17,21
3656,7,10,0
3657,7,10,0
3659,7,10,0
3704,10,19,21
165,1,3,10
3712,6,10,21
3733,10,0,0
3734,1,3,10
3750,3,6,10
3764,7,10,0
3789,7,8,10
3803,7,10,0
3509,14,19,0
3876,7,10,18
3877,8,10,21
4030,9,6,20
4031,10,18,0
4039,10,0,0
4139,10,0,0
4142,1,10,18
4143,7,10,18
9,1,6,10
47,1,17,19
48,1,8,21
59,8,10,21
60,8,10,0
66,1,3,8
121,4,1,19
126,10,7,0
99,1,3,19
102,10,0,0
68,1,7,8
140,4,3,7
145,7,0,0
83,1,3,10
147,7,10,20
155,3,7,10
148,1,14,19
204,10,22,0
253,7,10,18
254,7,18,0
255,3,7,10
3510,6,10,13
3520,1,10,22
3521,1,21,0
3637,2,10,14
3638,7,14,0
3639,7,10,0
3579,1,7,8
