userID,location,physical
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,2,2
615,2,2
615,2,2
615,2,2
615,2,2
615,2,2
615,1,1
615,2,2
615,1,1
615,2,2
615,2,2
615,2,2
615,2,2
615,2,2
615,2,2
615,2,2
615,1,1
615,2,2
615,2,2
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,2,2
615,2,2
615,2,2
615,2,2
615,2,2
615,2,2
615,1,1
615,1,1
615,1,1
615,1,1
615,2,2
615,2,2
615,2,2
615,1,1
615,1,1
615,1,1
615,1,1
615,1,1
615,2,2
615,1,1
615,1,1
615,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,2
915,1,2
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,2
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,2
915,1,2
915,1,1
915,1,1
915,1,2
915,1,2
915,1,2
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,2
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,2,2
915,2,2
915,2,2
915,2,2
915,2,2
915,2,2
915,1,1
915,2,2
915,1,1
915,2,2
915,2,2
915,2,2
915,2,2
915,2,2
915,2,2
915,2,2
915,1,1
915,2,2
915,2,2
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,2,2
915,2,2
915,2,2
915,2,2
915,2,2
915,2,2
915,1,1
915,1,1
915,1,1
915,1,1
915,2,2
915,2,2
915,2,2
915,1,1
915,1,1
915,1,1
915,1,1
915,1,1
915,2,2
915,1,1
915,1,1
915,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
320,1,1
320,1,1
320,1,1
320,1,1
320,1,1
620,1,1
620,1,1
620,1,1
620,1,1
620,1,1
920,1,1
920,1,1
920,1,1
920,1,1
920,1,1
1220,1,1
1220,1,1
1220,1,1
1220,1,1
1220,1,1
21,1,2
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,2
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,2
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,2
21,1,2
21,1,2
21,1,2
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,2
21,1,1
21,1,2
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,2
21,1,2
21,1,2
21,1,2
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,2
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,3,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,3,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,2,1
21,1,1
21,1,1
21,1,2
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,3,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,2,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,1,1
21,2,1
21,1,1
21,1,1
21,1,1
21,1,1
21,2,2
21,2,2
21,2,2
21,2,2
21,1,1
21,1,1
21,1,1
21,3,1
321,1,2
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,2
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,2
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,2
321,1,2
321,1,2
321,1,2
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,2
321,1,1
321,1,2
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,2
321,1,2
321,1,2
321,1,2
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,2
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,3,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,3,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,2,1
321,1,1
321,1,1
321,1,2
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,3,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,2,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,1,1
321,2,1
321,1,1
321,1,1
321,1,1
321,1,1
321,2,2
321,2,2
321,2,2
321,2,2
321,1,1
321,1,1
321,1,1
321,3,1
621,1,2
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,2
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,2
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,2
621,1,2
621,1,2
621,1,2
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,2
621,1,1
621,1,2
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,2
621,1,2
621,1,2
621,1,2
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,2
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,3,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,3,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,2,1
621,1,1
621,1,1
621,1,2
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,3,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,2,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,1,1
621,2,1
621,1,1
621,1,1
621,1,1
621,1,1
621,2,2
621,2,2
621,2,2
621,2,2
621,1,1
621,1,1
621,1,1
621,3,1
921,1,2
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,2
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,2
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,2
921,1,2
921,1,2
921,1,2
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,2
921,1,1
921,1,2
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,2
921,1,2
921,1,2
921,1,2
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,2
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,3,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,3,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,2,1
921,1,1
921,1,1
921,1,2
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,3,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,2,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,1,1
921,2,1
921,1,1
921,1,1
921,1,1
921,1,1
921,2,2
921,2,2
921,2,2
921,2,2
921,1,1
921,1,1
921,1,1
921,3,1
1221,1,2
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,2
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,2
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,2
1221,1,2
1221,1,2
1221,1,2
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,2
1221,1,1
1221,1,2
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,2
1221,1,2
1221,1,2
1221,1,2
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,2
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,3,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,3,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,2,1
1221,1,1
1221,1,1
1221,1,2
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,3,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,2,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,2,1
1221,1,1
1221,1,1
1221,1,1
1221,1,1
1221,2,2
1221,2,2
1221,2,2
1221,2,2
1221,1,1
1221,1,1
1221,1,1
1221,3,1
22,3,1
322,3,1
622,3,1
922,3,1
1222,3,1
23,1,1
23,1,1
23,1,1
23,1,1
23,3,1
23,3,1
23,1,1
323,1,1
323,1,1
323,1,1
323,1,1
323,3,1
323,3,1
323,1,1
623,1,1
623,1,1
623,1,1
623,1,1
623,3,1
623,3,1
623,1,1
923,1,1
923,1,1
923,1,1
923,1,1
923,3,1
923,3,1
923,1,1
1223,1,1
1223,1,1
1223,1,1
1223,1,1
1223,3,1
1223,3,1
1223,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,2
24,1,2
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,2
324,1,2
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
324,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,2
624,1,2
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
624,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,2
924,1,2
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
924,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,2
1224,1,2
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
1224,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,2
25,1,1
25,1,1
25,1,1
25,1,1
25,1,2
25,1,2
25,1,2
25,1,2
25,1,2
25,1,2
25,1,2
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,2
25,1,2
25,1,2
25,3,1
25,1,1
25,1,1
25,1,2
25,1,2
25,1,2
25,1,2
25,1,2
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,2
25,1,2
25,1,1
25,1,2
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
25,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,2
325,1,1
325,1,1
325,1,1
325,1,1
325,1,2
325,1,2
325,1,2
325,1,2
325,1,2
325,1,2
325,1,2
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,2
325,1,2
325,1,2
325,3,1
325,1,1
325,1,1
325,1,2
325,1,2
325,1,2
325,1,2
325,1,2
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,2
325,1,2
325,1,1
325,1,2
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
325,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,2
625,1,1
625,1,1
625,1,1
625,1,1
625,1,2
625,1,2
625,1,2
625,1,2
625,1,2
625,1,2
625,1,2
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,2
625,1,2
625,1,2
625,3,1
625,1,1
625,1,1
625,1,2
625,1,2
625,1,2
625,1,2
625,1,2
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,2
625,1,2
625,1,1
625,1,2
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
625,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,2
925,1,1
925,1,1
925,1,1
925,1,1
925,1,2
925,1,2
925,1,2
925,1,2
925,1,2
925,1,2
925,1,2
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,2
925,1,2
925,1,2
925,3,1
925,1,1
925,1,1
925,1,2
925,1,2
925,1,2
925,1,2
925,1,2
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,2
925,1,2
925,1,1
925,1,2
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
925,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,2
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,2
1225,1,2
1225,1,2
1225,1,2
1225,1,2
1225,1,2
1225,1,2
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,2
1225,1,2
1225,1,2
1225,3,1
1225,1,1
1225,1,1
1225,1,2
1225,1,2
1225,1,2
1225,1,2
1225,1,2
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,2
1225,1,2
1225,1,1
1225,1,2
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
1225,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,2,1
26,2,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,2,1
26,1,1
26,1,1
26,1,1
26,2,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,3,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,2
26,1,1
26,1,2
26,1,2
26,1,2
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
26,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,2,1
326,2,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,2,1
326,1,1
326,1,1
326,1,1
326,2,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,3,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,2
326,1,1
326,1,2
326,1,2
326,1,2
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
326,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,2,1
626,2,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,1,1
626,2,1
626,1,1
626,1,1
626,1,1
