userID,time,daytype,season
15,1,2,1
15,2,2,2
15,2,2,2
15,2,2,2
15,3,1,2
15,4,3,4
15,1,3,2
15,3,1,2
15,2,2,2
315,3,1,3
315,3,2,3
315,2,2,3
315,3,1,3
315,3,1,3
315,3,1,3
315,3,1,3
315,3,1,3
315,2,1,3
315,3,1,3
315,3,2,3
315,3,2,3
315,3,2,3
315,2,2,3
315,3,2,3
315,3,1,3
315,3,1,3
315,2,1,3
315,3,2,3
315,3,2,3
315,3,1,3
315,3,1,3
315,3,3,4
315,3,3,4
315,3,3,4
315,4,1,4
315,3,2,4
315,3,1,4
315,3,2,4
315,3,2,1
315,3,1,1
315,3,2,1
315,3,1,1
315,3,1,1
315,3,1,1
315,3,1,1
315,2,2,1
315,3,1,1
315,3,2,1
315,3,2,1
315,3,1,1
315,4,1,1
315,3,1,1
315,2,1,1
315,4,2,1
315,2,1,1
315,3,1,1
315,3,2,1
315,2,1,1
315,3,1,1
315,1,2,1
315,3,1,1
315,3,1,1
315,3,1,1
315,3,3,1
315,1,2,1
315,3,1,2
315,2,1,2
315,3,2,2
315,3,2,2
315,2,1,2
315,3,1,2
315,2,1,2
315,3,1,2
315,2,1,2
315,3,2,2
315,3,2,2
315,3,3,1
315,3,1,2
315,4,1,2
315,3,1,2
315,2,1,2
315,2,1,2
315,3,1,2
315,2,2,2
315,3,1,2
315,2,1,3
315,3,1,2
315,2,1,3
315,3,1,3
315,3,1,3
315,1,2,3
315,3,2,3
315,2,1,3
315,3,2,3
315,3,2,3
315,2,1,3
315,2,2,3
315,3,1,3
315,3,2,2
315,2,2,3
315,3,1,3
315,3,2,3
315,3,1,3
315,3,2,2
315,1,2,3
315,3,1,3
315,3,1,4
315,3,1,4
315,3,1,4
315,3,1,4
315,3,2,4
315,3,1,4
315,3,2,4
315,3,3,4
315,2,2,4
315,3,2,4
315,3,2,4
315,2,2,4
315,2,2,4
315,2,2,4
315,2,2,4
315,3,2,1
315,2,2,1
315,3,2,1
315,3,2,1
315,3,2,1
315,3,1,1
315,3,2,1
315,3,2,4
315,3,1,3
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,3,3,1
315,4,3,4
315,2,3,1
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,3,1,1
315,4,3,4
315,4,3,4
315,3,2,2
315,2,1,1
315,2,1,1
315,1,2,1
315,2,2,1
315,2,2,1
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,4,3,4
315,3,1,1
315,3,2,1
315,3,2,1
315,2,1,1
315,4,3,4
315,4,3,4
315,4,3,4
315,1,2,1
315,2,2,2
315,2,2,2
315,2,2,2
315,3,1,2
315,4,3,4
315,1,3,2
315,3,1,2
315,2,2,2
615,3,1,3
615,3,2,3
615,2,2,3
615,3,1,3
615,3,1,3
615,3,1,3
615,3,1,3
615,3,1,3
615,2,1,3
615,3,1,3
615,3,2,3
615,3,2,3
615,3,2,3
615,2,2,3
615,3,2,3
615,3,1,3
615,3,1,3
615,2,1,3
615,3,2,3
615,3,2,3
615,3,1,3
615,3,1,3
615,3,3,4
615,3,3,4
615,3,3,4
615,4,1,4
615,3,2,4
615,3,1,4
615,3,2,4
615,3,2,1
615,3,1,1
615,3,2,1
615,3,1,1
615,3,1,1
615,3,1,1
615,3,1,1
615,2,2,1
615,3,1,1
615,3,2,1
615,3,2,1
615,3,1,1
615,4,1,1
615,3,1,1
615,2,1,1
615,4,2,1
615,2,1,1
615,3,1,1
615,3,2,1
615,2,1,1
615,3,1,1
615,1,2,1
615,3,1,1
615,3,1,1
615,3,1,1
615,3,3,1
615,1,2,1
615,3,1,2
615,2,1,2
615,3,2,2
615,3,2,2
615,2,1,2
615,3,1,2
615,2,1,2
615,3,1,2
615,2,1,2
615,3,2,2
615,3,2,2
615,3,3,1
615,3,1,2
615,4,1,2
615,3,1,2
615,2,1,2
615,2,1,2
615,3,1,2
615,2,2,2
615,3,1,2
615,2,1,3
615,3,1,2
615,2,1,3
615,3,1,3
615,3,1,3
615,1,2,3
615,3,2,3
615,2,1,3
615,3,2,3
615,3,2,3
615,2,1,3
615,2,2,3
615,3,1,3
615,3,2,2
615,2,2,3
615,3,1,3
615,3,2,3
615,3,1,3
615,3,2,2
615,1,2,3
615,3,1,3
615,3,1,4
615,3,1,4
615,3,1,4
615,3,1,4
615,3,2,4
615,3,1,4
615,3,2,4
615,3,3,4
615,2,2,4
615,3,2,4
615,3,2,4
615,2,2,4
615,2,2,4
615,2,2,4
615,2,2,4
615,3,2,1
615,2,2,1
615,3,2,1
615,3,2,1
615,3,2,1
615,3,1,1
615,3,2,1
615,3,2,4
615,3,1,3
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,3,3,1
615,4,3,4
615,2,3,1
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,3,1,1
615,4,3,4
615,4,3,4
615,3,2,2
615,2,1,1
615,2,1,1
615,1,2,1
615,2,2,1
615,2,2,1
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,4,3,4
615,3,1,1
615,3,2,1
615,3,2,1
615,2,1,1
615,4,3,4
615,4,3,4
615,4,3,4
615,1,2,1
615,2,2,2
615,2,2,2
615,2,2,2
615,3,1,2
615,4,3,4
615,1,3,2
615,3,1,2
615,2,2,2
915,3,1,3
915,3,2,3
915,2,2,3
915,3,1,3
915,3,1,3
915,3,1,3
915,3,1,3
915,3,1,3
915,2,1,3
915,3,1,3
915,3,2,3
915,3,2,3
915,3,2,3
915,2,2,3
915,3,2,3
915,3,1,3
915,3,1,3
915,2,1,3
915,3,2,3
915,3,2,3
915,3,1,3
915,3,1,3
915,3,3,4
915,3,3,4
915,3,3,4
915,4,1,4
915,3,2,4
915,3,1,4
915,3,2,4
915,3,2,1
915,3,1,1
915,3,2,1
915,3,1,1
915,3,1,1
915,3,1,1
915,3,1,1
915,2,2,1
915,3,1,1
915,3,2,1
915,3,2,1
915,3,1,1
915,4,1,1
915,3,1,1
915,2,1,1
915,4,2,1
915,2,1,1
915,3,1,1
915,3,2,1
915,2,1,1
915,3,1,1
915,1,2,1
915,3,1,1
915,3,1,1
915,3,1,1
915,3,3,1
915,1,2,1
915,3,1,2
915,2,1,2
915,3,2,2
915,3,2,2
915,2,1,2
915,3,1,2
915,2,1,2
915,3,1,2
915,2,1,2
915,3,2,2
915,3,2,2
915,3,3,1
915,3,1,2
915,4,1,2
915,3,1,2
915,2,1,2
915,2,1,2
915,3,1,2
915,2,2,2
915,3,1,2
915,2,1,3
915,3,1,2
915,2,1,3
915,3,1,3
915,3,1,3
915,1,2,3
915,3,2,3
915,2,1,3
915,3,2,3
915,3,2,3
915,2,1,3
915,2,2,3
915,3,1,3
915,3,2,2
915,2,2,3
915,3,1,3
915,3,2,3
915,3,1,3
915,3,2,2
915,1,2,3
915,3,1,3
915,3,1,4
915,3,1,4
915,3,1,4
915,3,1,4
915,3,2,4
915,3,1,4
915,3,2,4
915,3,3,4
915,2,2,4
915,3,2,4
915,3,2,4
915,2,2,4
915,2,2,4
915,2,2,4
915,2,2,4
915,3,2,1
915,2,2,1
915,3,2,1
915,3,2,1
915,3,2,1
915,3,1,1
915,3,2,1
915,3,2,4
915,3,1,3
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,3,3,1
915,4,3,4
915,2,3,1
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,3,1,1
915,4,3,4
915,4,3,4
915,3,2,2
915,2,1,1
915,2,1,1
915,1,2,1
915,2,2,1
915,2,2,1
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,4,3,4
915,3,1,1
915,3,2,1
915,3,2,1
915,2,1,1
915,4,3,4
915,4,3,4
915,4,3,4
915,1,2,1
915,2,2,2
915,2,2,2
915,2,2,2
915,3,1,2
915,4,3,4
915,1,3,2
915,3,1,2
915,2,2,2
20,3,1,3
20,3,2,3
20,3,1,3
20,3,1,3
20,3,1,4
320,3,1,3
320,3,2,3
320,3,1,3
320,3,1,3
320,3,1,4
620,3,1,3
620,3,2,3
620,3,1,3
620,3,1,3
620,3,1,4
920,3,1,3
920,3,2,3
920,3,1,3
920,3,1,3
920,3,1,4
1220,3,1,3
1220,3,2,3
1220,3,1,3
1220,3,1,3
1220,3,1,4
21,2,2,2
21,4,2,2
21,4,2,2
21,3,1,2
21,2,2,2
21,3,2,2
21,2,2,2
21,3,1,2
21,4,1,2
21,3,1,3
21,2,2,3
21,3,2,3
21,3,1,3
21,3,1,3
21,3,1,3
21,2,2,3
21,3,2,3
21,2,2,3
21,4,2,3
21,2,2,3
21,3,1,3
21,2,1,3
21,3,1,3
21,3,2,3
21,2,2,3
21,2,2,3
21,3,2,3
21,3,1,3
21,3,2,3
21,2,2,3
21,4,2,3
21,2,2,3
21,3,1,3
21,4,1,3
21,4,1,3
21,4,1,3
21,4,2,3
21,3,2,3
21,4,2,3
21,4,2,4
21,4,2,3
21,2,2,3
21,3,2,3
21,4,2,3
21,3,2,3
21,3,1,3
21,4,1,3
21,3,1,3
21,3,1,3
21,3,1,3
21,4,2,4
21,2,3,4
21,2,3,4
21,3,1,4
21,3,1,4
21,4,1,4
21,4,1,4
21,3,1,4
21,3,2,4
21,4,2,4
21,1,2,4
21,3,2,4
21,4,2,4
21,3,1,4
21,4,2,4
21,4,1,4
21,3,1,4
21,4,1,4
21,3,2,4
21,4,2,4
21,4,1,4
21,3,1,4
21,4,2,4
21,3,1,4
21,3,2,4
21,4,2,4
21,3,2,4
21,2,1,4
21,2,2,4
21,3,2,4
21,2,2,4
21,2,2,1
21,1,2,1
21,3,3,1
21,2,2,1
21,4,1,1
21,3,2,2
21,4,2,2
21,3,1,2
21,4,2,2
21,4,1,2
21,3,1,2
21,3,3,2
21,4,1,2
21,3,2,2
21,4,2,2
21,3,2,2
21,1,2,2
21,2,2,2
21,3,2,2
21,4,2,2
21,4,1,2
21,4,2,3
21,4,1,3
21,3,2,3
21,4,1,3
21,2,2,3
21,3,2,3
21,4,1,3
21,4,3,3
21,4,1,3
21,4,1,3
21,4,1,3
21,4,1,3
21,3,1,3
21,4,2,3
21,3,2,4
21,4,2,4
21,3,1,3
21,4,1,4
21,2,2,4
21,2,2,4
21,4,2,4
21,3,3,4
21,3,2,4
21,2,2,4
21,4,2,4
21,3,1,4
21,4,1,4
21,3,2,1
21,4,1,1
21,3,1,1
21,3,2,1
21,2,2,1
21,3,1,1
21,4,3,4
21,4,3,4
21,4,3,4
21,4,3,4
21,4,2,1
21,3,2,1
21,4,3,2
21,2,2,2
321,2,2,2
321,4,2,2
321,4,2,2
321,3,1,2
321,2,2,2
321,3,2,2
321,2,2,2
321,3,1,2
321,4,1,2
321,3,1,3
321,2,2,3
321,3,2,3
321,3,1,3
321,3,1,3
321,3,1,3
321,2,2,3
321,3,2,3
321,2,2,3
321,4,2,3
321,2,2,3
321,3,1,3
321,2,1,3
321,3,1,3
321,3,2,3
321,2,2,3
321,2,2,3
321,3,2,3
321,3,1,3
321,3,2,3
321,2,2,3
321,4,2,3
321,2,2,3
321,3,1,3
321,4,1,3
321,4,1,3
321,4,1,3
321,4,2,3
321,3,2,3
321,4,2,3
321,4,2,4
321,4,2,3
321,2,2,3
321,3,2,3
321,4,2,3
321,3,2,3
321,3,1,3
321,4,1,3
321,3,1,3
321,3,1,3
321,3,1,3
321,4,2,4
321,2,3,4
321,2,3,4
321,3,1,4
321,3,1,4
321,4,1,4
321,4,1,4
321,3,1,4
321,3,2,4
321,4,2,4
321,1,2,4
321,3,2,4
321,4,2,4
321,3,1,4
321,4,2,4
321,4,1,4
321,3,1,4
321,4,1,4
321,3,2,4
321,4,2,4
321,4,1,4
321,3,1,4
321,4,2,4
321,3,1,4
321,3,2,4
321,4,2,4
321,3,2,4
321,2,1,4
321,2,2,4
321,3,2,4
321,2,2,4
321,2,2,1
321,1,2,1
321,3,3,1
321,2,2,1
321,4,1,1
321,3,2,2
321,4,2,2
321,3,1,2
321,4,2,2
321,4,1,2
321,3,1,2
321,3,3,2
321,4,1,2
321,3,2,2
321,4,2,2
321,3,2,2
321,1,2,2
321,2,2,2
321,3,2,2
321,4,2,2
321,4,1,2
321,4,2,3
321,4,1,3
321,3,2,3
321,4,1,3
321,2,2,3
321,3,2,3
321,4,1,3
321,4,3,3
321,4,1,3
321,4,1,3
321,4,1,3
321,4,1,3
321,3,1,3
321,4,2,3
321,3,2,4
321,4,2,4
321,3,1,3
321,4,1,4
321,2,2,4
321,2,2,4
321,4,2,4
321,3,3,4
321,3,2,4
321,2,2,4
321,4,2,4
321,3,1,4
321,4,1,4
321,3,2,1
321,4,1,1
321,3,1,1
321,3,2,1
321,2,2,1
321,3,1,1
321,4,3,4
321,4,3,4
321,4,3,4
321,4,3,4
321,4,2,1
321,3,2,1
321,4,3,2
321,2,2,2
621,2,2,2
621,4,2,2
621,4,2,2
621,3,1,2
621,2,2,2
621,3,2,2
621,2,2,2
621,3,1,2
621,4,1,2
621,3,1,3
621,2,2,3
621,3,2,3
621,3,1,3
621,3,1,3
621,3,1,3
621,2,2,3
621,3,2,3
621,2,2,3
621,4,2,3
621,2,2,3
621,3,1,3
621,2,1,3
621,3,1,3
621,3,2,3
621,2,2,3
621,2,2,3
621,3,2,3
621,3,1,3
621,3,2,3
621,2,2,3
621,4,2,3
621,2,2,3
621,3,1,3
621,4,1,3
621,4,1,3
621,4,1,3
621,4,2,3
621,3,2,3
621,4,2,3
621,4,2,4
621,4,2,3
621,2,2,3
621,3,2,3
621,4,2,3
621,3,2,3
621,3,1,3
621,4,1,3
621,3,1,3
621,3,1,3
621,3,1,3
621,4,2,4
621,2,3,4
621,2,3,4
621,3,1,4
621,3,1,4
621,4,1,4
621,4,1,4
621,3,1,4
621,3,2,4
621,4,2,4
621,1,2,4
621,3,2,4
621,4,2,4
621,3,1,4
621,4,2,4
621,4,1,4
621,3,1,4
621,4,1,4
621,3,2,4
621,4,2,4
621,4,1,4
621,3,1,4
621,4,2,4
621,3,1,4
621,3,2,4
621,4,2,4
621,3,2,4
621,2,1,4
621,2,2,4
621,3,2,4
621,2,2,4
621,2,2,1
621,1,2,1
621,3,3,1
621,2,2,1
621,4,1,1
621,3,2,2
621,4,2,2
621,3,1,2
621,4,2,2
621,4,1,2
621,3,1,2
621,3,3,2
621,4,1,2
621,3,2,2
621,4,2,2
621,3,2,2
621,1,2,2
621,2,2,2
621,3,2,2
621,4,2,2
621,4,1,2
621,4,2,3
621,4,1,3
621,3,2,3
621,4,1,3
621,2,2,3
621,3,2,3
621,4,1,3
621,4,3,3
621,4,1,3
621,4,1,3
621,4,1,3
621,4,1,3
621,3,1,3
621,4,2,3
621,3,2,4
621,4,2,4
621,3,1,3
621,4,1,4
621,2,2,4
621,2,2,4
621,4,2,4
621,3,3,4
621,3,2,4
621,2,2,4
621,4,2,4
621,3,1,4
621,4,1,4
621,3,2,1
621,4,1,1
621,3,1,1
621,3,2,1
621,2,2,1
621,3,1,1
621,4,3,4
621,4,3,4
621,4,3,4
621,4,3,4
621,4,2,1
621,3,2,1
621,4,3,2
621,2,2,2
921,2,2,2
921,4,2,2
921,4,2,2
921,3,1,2
921,2,2,2
921,3,2,2
921,2,2,2
921,3,1,2
921,4,1,2
921,3,1,3
921,2,2,3
921,3,2,3
921,3,1,3
921,3,1,3
921,3,1,3
921,2,2,3
921,3,2,3
921,2,2,3
921,4,2,3
921,2,2,3
921,3,1,3
921,2,1,3
921,3,1,3
921,3,2,3
921,2,2,3
921,2,2,3
921,3,2,3
921,3,1,3
921,3,2,3
921,2,2,3
921,4,2,3
921,2,2,3
921,3,1,3
921,4,1,3
921,4,1,3
921,4,1,3
921,4,2,3
921,3,2,3
921,4,2,3
921,4,2,4
921,4,2,3
921,2,2,3
921,3,2,3
921,4,2,3
921,3,2,3
921,3,1,3
921,4,1,3
921,3,1,3
921,3,1,3
921,3,1,3
921,4,2,4
921,2,3,4
921,2,3,4
921,3,1,4
921,3,1,4
921,4,1,4
921,4,1,4
921,3,1,4
921,3,2,4
921,4,2,4
921,1,2,4
921,3,2,4
921,4,2,4
921,3,1,4
921,4,2,4
921,4,1,4
921,3,1,4
921,4,1,4
921,3,2,4
921,4,2,4
921,4,1,4
921,3,1,4
921,4,2,4
921,3,1,4
921,3,2,4
921,4,2,4
921,3,2,4
921,2,1,4
921,2,2,4
921,3,2,4
921,2,2,4
921,2,2,1
921,1,2,1
921,3,3,1
921,2,2,1
921,4,1,1
921,3,2,2
921,4,2,2
921,3,1,2
921,4,2,2
921,4,1,2
921,3,1,2
921,3,3,2
921,4,1,2
921,3,2,2
921,4,2,2
921,3,2,2
921,1,2,2
921,2,2,2
921,3,2,2
921,4,2,2
921,4,1,2
921,4,2,3
921,4,1,3
921,3,2,3
921,4,1,3
921,2,2,3
921,3,2,3
921,4,1,3
921,4,3,3
921,4,1,3
921,4,1,3
921,4,1,3
921,4,1,3
921,3,1,3
921,4,2,3
921,3,2,4
921,4,2,4
921,3,1,3
921,4,1,4
921,2,2,4
921,2,2,4
921,4,2,4
921,3,3,4
921,3,2,4
921,2,2,4
921,4,2,4
921,3,1,4
921,4,1,4
921,3,2,1
921,4,1,1
921,3,1,1
921,3,2,1
921,2,2,1
921,3,1,1
921,4,3,4
921,4,3,4
921,4,3,4
921,4,3,4
921,4,2,1
921,3,2,1
921,4,3,2
921,2,2,2
1221,2,2,2
1221,4,2,2
1221,4,2,2
1221,3,1,2
1221,2,2,2
1221,3,2,2
1221,2,2,2
1221,3,1,2
1221,4,1,2
1221,3,1,3
1221,2,2,3
1221,3,2,3
1221,3,1,3
1221,3,1,3
1221,3,1,3
1221,2,2,3
1221,3,2,3
1221,2,2,3
1221,4,2,3
1221,2,2,3
1221,3,1,3
1221,2,1,3
1221,3,1,3
1221,3,2,3
1221,2,2,3
1221,2,2,3
1221,3,2,3
1221,3,1,3
1221,3,2,3
1221,2,2,3
1221,4,2,3
1221,2,2,3
1221,3,1,3
1221,4,1,3
1221,4,1,3
1221,4,1,3
1221,4,2,3
1221,3,2,3
1221,4,2,3
1221,4,2,4
1221,4,2,3
1221,2,2,3
1221,3,2,3
1221,4,2,3
1221,3,2,3
1221,3,1,3
1221,4,1,3
1221,3,1,3
1221,3,1,3
1221,3,1,3
1221,4,2,4
1221,2,3,4
1221,2,3,4
1221,3,1,4
1221,3,1,4
1221,4,1,4
1221,4,1,4
1221,3,1,4
1221,3,2,4
1221,4,2,4
1221,1,2,4
1221,3,2,4
1221,4,2,4
1221,3,1,4
1221,4,2,4
1221,4,1,4
1221,3,1,4
1221,4,1,4
1221,3,2,4
1221,4,2,4
1221,4,1,4
1221,3,1,4
1221,4,2,4
1221,3,1,4
1221,3,2,4
1221,4,2,4
1221,3,2,4
1221,2,1,4
1221,2,2,4
1221,3,2,4
1221,2,2,4
1221,2,2,1
1221,1,2,1
1221,3,3,1
1221,2,2,1
1221,4,1,1
1221,3,2,2
1221,4,2,2
1221,3,1,2
1221,4,2,2
1221,4,1,2
1221,3,1,2
1221,3,3,2
1221,4,1,2
1221,3,2,2
1221,4,2,2
1221,3,2,2
1221,1,2,2
1221,2,2,2
1221,3,2,2
1221,4,2,2
1221,4,1,2
1221,4,2,3
1221,4,1,3
1221,3,2,3
1221,4,1,3
1221,2,2,3
1221,3,2,3
1221,4,1,3
1221,4,3,3
1221,4,1,3
1221,4,1,3
1221,4,1,3
1221,4,1,3
1221,3,1,3
1221,4,2,3
1221,3,2,4
1221,4,2,4
1221,3,1,3
1221,4,1,4
1221,2,2,4
1221,2,2,4
1221,4,2,4
1221,3,3,4
1221,3,2,4
1221,2,2,4
1221,4,2,4
1221,3,1,4
1221,4,1,4
1221,3,2,1
1221,4,1,1
1221,3,1,1
1221,3,2,1
1221,2,2,1
1221,3,1,1
1221,4,3,4
1221,4,3,4
1221,4,3,4
1221,4,3,4
1221,4,2,1
1221,3,2,1
1221,4,3,2
1221,2,2,2
22,3,2,3
322,3,2,3
622,3,2,3
922,3,2,3
1222,3,2,3
23,3,2,2
23,2,2,2
23,2,2,2
23,3,2,2
23,3,2,3
23,3,2,4
23,3,2,4
323,3,2,2
323,2,2,2
323,2,2,2
323,3,2,2
323,3,2,3
323,3,2,4
323,3,2,4
623,3,2,2
623,2,2,2
623,2,2,2
623,3,2,2
623,3,2,3
623,3,2,4
623,3,2,4
923,3,2,2
923,2,2,2
923,2,2,2
923,3,2,2
923,3,2,3
923,3,2,4
923,3,2,4
1223,3,2,2
1223,2,2,2
1223,2,2,2
1223,3,2,2
1223,3,2,3
1223,3,2,4
1223,3,2,4
24,3,2,3
24,3,1,3
24,2,2,3
24,4,1,4
24,4,2,4
24,3,1,4
24,4,1,4
24,4,3,4
24,4,1,4
24,4,1,4
24,3,2,4
24,4,2,4
24,2,2,4
24,3,2,4
24,3,2,4
24,2,2,4
24,2,2,4
24,2,2,1
24,4,2,1
24,4,2,2
24,3,2,2
24,3,1,2
24,4,2,3
24,4,1,3
24,3,1,3
324,3,2,3
324,3,1,3
324,2,2,3
324,4,1,4
324,4,2,4
324,3,1,4
324,4,1,4
324,4,3,4
324,4,1,4
324,4,1,4
324,3,2,4
324,4,2,4
324,2,2,4
324,3,2,4
324,3,2,4
324,2,2,4
324,2,2,4
324,2,2,1
324,4,2,1
324,4,2,2
324,3,2,2
324,3,1,2
324,4,2,3
324,4,1,3
324,3,1,3
624,3,2,3
624,3,1,3
624,2,2,3
624,4,1,4
624,4,2,4
624,3,1,4
624,4,1,4
624,4,3,4
624,4,1,4
624,4,1,4
624,3,2,4
624,4,2,4
624,2,2,4
624,3,2,4
624,3,2,4
624,2,2,4
624,2,2,4
624,2,2,1
624,4,2,1
624,4,2,2
624,3,2,2
624,3,1,2
624,4,2,3
624,4,1,3
624,3,1,3
924,3,2,3
924,3,1,3
924,2,2,3
924,4,1,4
924,4,2,4
924,3,1,4
924,4,1,4
924,4,3,4
924,4,1,4
924,4,1,4
924,3,2,4
924,4,2,4
924,2,2,4
924,3,2,4
924,3,2,4
924,2,2,4
924,2,2,4
924,2,2,1
924,4,2,1
924,4,2,2
924,3,2,2
924,3,1,2
924,4,2,3
924,4,1,3
924,3,1,3
1224,3,2,3
1224,3,1,3
1224,2,2,3
1224,4,1,4
1224,4,2,4
1224,3,1,4
1224,4,1,4
1224,4,3,4
1224,4,1,4
1224,4,1,4
1224,3,2,4
1224,4,2,4
1224,2,2,4
1224,3,2,4
1224,3,2,4
1224,2,2,4
1224,2,2,4
1224,2,2,1
1224,4,2,1
1224,4,2,2
1224,3,2,2
1224,3,1,2
1224,4,2,3
1224,4,1,3
1224,3,1,3
25,4,1,2
25,2,2,2
25,2,2,2
25,4,1,2
25,4,1,2
25,2,2,3
25,2,2,3
25,3,1,3
25,3,2,3
25,3,1,3
25,1,3,3
25,1,2,3
25,3,2,3
25,1,2,3
25,2,2,3
25,2,2,3
25,3,2,3
25,3,1,3
25,2,3,3
25,3,3,3
25,3,3,3
25,4,1,3
25,3,2,3
25,1,2,3
25,3,1,3
25,3,1,3
25,3,1,3
25,4,1,3
25,3,2,3
25,2,1,3
25,4,1,3
25,1,2,3
25,2,2,3
25,3,2,3
25,4,3,4
25,2,3,4
25,3,1,4
25,2,2,4
25,1,2,4
25,1,2,4
25,2,3,4
25,2,3,4
25,1,3,4
25,1,3,4
25,2,1,4
25,2,3,4
25,2,3,4
25,3,1,4
25,4,1,4
25,4,1,4
25,2,2,4
25,3,1,4
25,2,1,4
25,2,1,4
25,1,2,4
25,3,2,4
25,1,2,4
25,1,2,4
25,1,2,4
25,1,2,4
25,1,2,4
25,1,2,4
25,2,2,4
25,2,2,4
25,2,2,4
25,1,2,4
25,1,2,4
25,2,2,4
25,3,1,4
25,1,1,4
25,2,2,4
25,3,2,4
25,2,1,4
25,1,2,1
25,2,2,1
25,2,2,1
25,2,1,1
25,1,2,1
25,3,1,4
25,3,1,4
25,1,2,4
25,2,2,4
25,1,2,4
25,2,2,4
25,4,2,4
25,2,1,4
25,4,1,3
25,1,2,4
25,2,1,4
25,2,1,4
25,2,1,4
25,1,2,4
25,3,2,4
25,3,2,4
325,4,1,2
325,2,2,2
325,2,2,2
325,4,1,2
325,4,1,2
325,2,2,3
325,2,2,3
325,3,1,3
325,3,2,3
325,3,1,3
325,1,3,3
325,1,2,3
325,3,2,3
325,1,2,3
325,2,2,3
325,2,2,3
325,3,2,3
325,3,1,3
325,2,3,3
325,3,3,3
325,3,3,3
325,4,1,3
325,3,2,3
325,1,2,3
325,3,1,3
325,3,1,3
325,3,1,3
325,4,1,3
325,3,2,3
325,2,1,3
325,4,1,3
325,1,2,3
325,2,2,3
325,3,2,3
325,4,3,4
325,2,3,4
325,3,1,4
325,2,2,4
325,1,2,4
325,1,2,4
325,2,3,4
325,2,3,4
325,1,3,4
325,1,3,4
325,2,1,4
325,2,3,4
325,2,3,4
325,3,1,4
325,4,1,4
325,4,1,4
325,2,2,4
325,3,1,4
325,2,1,4
