userID,itemID,age,sex,city,country,director,movieCountry,movieLanguage,movieYear,genre1,genre2,genre3,actor1,actor2,actor3,time,daytype,season,location,weather,social,endEmo,dominantEmo,mood,physical,decition,interaction,genre,rating
15,1905,30,1,10,3,500,37,9,1971,11,16,12,653,789,1530,2,1,1,1,2,2,2,2,1,1,1,2,11,3
15,3970,30,1,10,3,407,37,9,2011,1,19,0,5,1374,1566,3,1,1,1,1,2,7,7,1,1,1,1,1,1
15,3964,30,1,10,3,547,37,9,2011,17,19,21,224,8,1620,3,2,1,1,5,2,2,2,1,1,2,2,17,4
15,3952,30,1,10,3,114,37,9,2011,12,14,17,74,645,1222,2,1,1,1,2,2,7,7,2,1,2,1,12,4
15,3347,30,1,10,3,722,37,9,1952,7,16,18,652,502,464,3,1,1,1,4,2,2,2,1,1,1,1,7,5
15,3991,30,1,10,3,259,37,9,1973,7,8,10,1508,1630,1631,1,2,1,1,1,2,2,2,1,1,1,2,7,5
15,15,30,1,10,3,195,37,9,1971,1,8,21,384,93,715,3,1,1,1,1,2,2,2,2,1,1,2,1,5
15,3005,30,1,10,3,541,37,9,1975,10,0,0,794,1213,1968,3,1,1,1,1,2,6,6,1,1,1,1,10,3
15,2546,30,1,10,3,373,37,9,1948,3,10,23,750,1942,1850,3,1,1,1,1,2,2,2,2,1,1,1,3,3
15,2986,30,1,10,3,507,37,9,1942,10,18,0,750,767,1505,3,3,1,1,1,2,2,2,3,1,2,1,10,3
15,4015,30,1,10,3,485,37,9,2003,1,8,12,165,893,1346,1,2,1,1,1,2,2,2,2,1,1,1,1,2
15,4016,30,1,10,3,467,13,9,1994,8,10,21,869,645,1416,3,1,2,1,1,2,2,2,2,1,1,1,8,5
15,2646,30,1,10,3,541,37,9,1984,6,10,15,597,1870,545,2,1,2,1,1,2,2,2,2,1,1,1,6,4
15,3883,30,1,10,3,390,37,9,1963,3,10,13,1787,819,1599,3,2,2,1,1,2,2,2,1,1,1,1,3,4
15,3999,30,1,10,3,146,37,9,2011,1,19,21,46,1857,1824,3,2,2,1,1,2,2,2,1,1,1,1,1,4
15,3958,30,1,10,3,814,37,9,2011,1,3,12,559,8,887,2,1,2,1,1,1,7,7,2,1,1,1,1,3
15,3810,30,1,10,3,747,37,9,1982,7,10,18,516,920,1825,3,1,2,1,1,2,2,2,2,1,1,2,7,5
15,3992,30,1,10,3,497,37,9,2011,1,3,10,823,1348,1646,2,1,2,1,1,2,2,2,1,1,1,1,1,5
15,4019,30,1,10,3,803,37,9,2011,1,21,0,408,388,986,3,1,2,1,1,2,7,7,2,1,1,1,1,2
15,4021,30,1,10,3,152,36,9,2009,8,10,21,1343,560,167,2,1,2,1,5,2,7,7,2,1,1,1,8,3
15,4026,30,1,10,3,797,37,9,2009,10,0,0,710,1575,136,3,2,2,1,1,2,7,7,1,1,2,1,10,3
15,4027,30,1,10,3,712,37,9,2011,4,1,3,1724,1865,932,3,2,2,1,1,2,7,7,2,1,2,1,4,4
15,4028,30,1,10,3,651,7,9,2010,7,0,0,1647,1581,503,3,3,1,1,1,2,7,7,2,1,2,1,7,3
15,4003,30,1,10,3,199,37,9,2011,17,19,21,807,1372,1912,3,1,2,1,1,2,7,7,2,1,1,1,17,5
15,4037,30,1,10,3,340,13,10,2008,3,21,0,1876,1124,1379,4,1,2,1,1,2,4,4,2,1,2,1,3,5
15,4041,30,1,10,3,110,37,9,2002,8,10,17,136,1404,812,3,1,2,1,1,2,4,7,2,2,2,1,8,4
15,4050,30,1,10,3,88,13,10,2004,7,8,0,631,129,1201,2,1,2,1,1,2,2,2,2,1,2,1,7,5
15,4055,30,1,10,3,353,37,9,2011,10,0,0,1323,938,126,2,1,2,1,2,2,4,4,2,1,1,1,10,4
15,4056,30,1,10,3,763,37,9,1988,7,12,0,1352,35,648,3,1,2,1,2,1,2,2,1,1,1,2,7,5
15,4061,30,1,10,3,324,37,9,2011,7,0,0,1658,727,893,2,2,2,1,1,2,2,2,1,1,2,1,7,5
15,4004,30,1,10,3,488,37,9,2011,1,8,19,1667,202,1532,3,1,2,1,1,2,2,2,1,1,1,1,1,5
15,4085,30,1,10,3,430,36,9,1986,11,7,16,487,1673,19,2,1,3,1,1,1,2,2,1,1,1,1,11,4
15,4086,30,1,10,3,503,37,9,2011,1,3,19,1740,999,966,3,1,2,1,1,2,7,7,2,1,1,1,1,3
15,4066,30,1,10,3,704,37,9,2011,7,8,0,846,311,860,2,1,3,1,1,2,7,7,2,1,2,1,7,3
15,248,30,1,10,3,224,37,9,1972,8,10,21,1272,24,811,3,1,3,1,2,2,7,7,2,1,2,1,8,5
15,249,30,1,10,3,224,37,9,1974,8,10,21,24,1624,482,3,1,3,1,2,2,7,7,2,1,2,1,8,5
15,250,30,1,10,3,224,37,9,1990,8,10,21,24,90,482,1,2,3,1,1,2,7,7,2,2,2,1,8,5
15,4101,30,1,10,3,288,37,9,1984,10,15,18,1097,1203,486,3,2,3,1,1,2,2,2,2,2,2,1,10,5
15,2679,30,1,10,3,490,37,9,1990,6,8,10,1620,1575,940,2,1,3,1,5,2,7,7,2,1,1,1,6,4
15,4054,30,1,10,3,800,37,9,2011,7,18,0,1380,1040,1489,3,2,3,1,1,2,2,2,2,1,2,1,7,3
15,4105,30,1,10,3,709,21,15,2010,1,14,19,1072,1090,1982,3,2,3,1,5,2,7,7,2,2,1,1,1,3
15,2725,30,1,10,3,307,37,9,1986,1,14,19,1746,283,1341,2,1,3,1,5,1,7,7,2,2,1,1,1,2
15,2205,30,1,10,3,165,37,9,1992,1,14,19,1746,309,305,2,2,3,1,5,1,6,6,1,2,1,1,1,1
15,4065,30,1,10,3,330,37,9,1997,1,19,21,1746,1972,1640,3,1,3,1,1,1,7,7,2,1,1,1,1,3
15,3869,30,1,10,3,270,37,9,2011,4,1,3,969,779,9,3,2,2,1,1,1,7,7,2,1,1,1,4,2
15,4070,30,1,10,3,267,37,9,2011,7,10,18,1782,1663,1022,2,2,3,1,1,2,2,2,1,1,2,1,7,4
15,4036,30,1,10,3,688,37,9,2011,1,10,19,817,633,234,3,1,3,1,5,2,7,7,2,1,1,1,1,1
15,4146,30,1,10,3,763,37,9,2001,1,3,19,1267,1854,728,3,2,3,1,2,2,7,7,2,1,1,1,1,1
15,4138,30,1,10,3,396,37,9,2011,1,19,21,424,710,1473,3,1,3,1,5,2,7,7,2,1,1,1,1,3
15,3661,30,1,10,3,474,21,15,1995,4,1,19,141,23,761,3,2,2,1,1,1,7,7,2,2,1,2,4,5
15,4087,30,1,10,3,810,37,9,2011,7,12,18,1483,1559,1257,1,2,3,1,1,2,7,7,1,1,2,1,7,3
15,4162,30,1,10,3,196,37,9,1988,7,10,18,110,1019,1183,3,1,3,1,3,2,2,2,1,1,2,1,7,4
15,3925,30,1,10,3,302,13,10,2009,10,8,0,1807,1442,18,3,1,4,1,1,2,7,7,1,1,2,1,10,3
15,4173,30,1,10,3,707,37,9,2011,1,10,19,747,415,593,3,1,4,1,1,2,7,7,1,1,1,1,1,5
15,4071,30,1,10,3,570,36,9,2011,3,7,21,1648,673,1644,3,1,4,1,1,2,2,2,1,1,2,1,3,5
15,3455,30,1,10,3,158,37,9,1996,3,7,10,1245,432,1595,3,1,4,1,2,2,2,2,1,1,1,1,3,4
15,4195,30,1,10,3,446,11,9,2011,10,19,0,1113,316,1106,3,2,4,1,1,2,7,7,1,1,2,1,10,1
15,4199,30,1,10,3,158,37,9,1987,8,7,0,432,196,1110,3,1,4,1,1,2,7,7,1,1,1,2,8,5
15,3312,30,1,10,3,725,3,9,1993,1,3,7,313,1106,341,3,2,4,1,3,2,2,2,1,1,2,1,1,4
15,4236,30,1,10,3,482,37,9,2011,7,18,0,106,335,944,3,3,4,1,1,2,2,2,1,1,2,1,7,5
15,4237,30,1,10,3,512,14,11,2009,3,1,11,980,1941,696,2,2,4,1,3,2,2,2,1,1,1,1,3,4
15,4007,30,1,10,3,654,37,9,2011,1,3,12,969,1521,755,3,2,4,1,3,2,2,2,1,1,1,2,1,4
15,3098,30,1,10,3,255,37,9,1977,1,3,12,1263,710,282,3,2,4,1,3,2,2,7,2,1,1,2,1,5
15,4281,30,1,10,3,186,37,9,2011,7,0,0,16,1067,24,2,2,4,1,1,2,7,7,2,1,2,1,7,1
15,4282,30,1,10,3,740,37,9,2011,10,21,0,1257,1297,1151,2,2,4,1,1,2,4,4,2,1,2,1,10,5
15,4272,30,1,10,3,490,37,9,2011,3,10,11,134,169,329,2,2,4,1,5,2,2,2,1,1,2,1,3,5
15,4228,30,1,10,3,105,37,9,2011,7,10,18,969,5,1364,2,2,4,1,5,7,7,7,2,1,2,1,7,4
15,4300,30,1,10,3,741,37,9,2011,4,1,3,832,94,424,3,2,1,1,2,2,2,2,2,1,1,1,4,3
15,4301,30,1,10,3,711,36,9,2011,6,10,13,1375,1091,527,2,2,1,1,2,2,7,7,1,1,1,1,6,3
15,4270,30,1,10,3,465,37,9,2008,1,19,21,531,1196,1854,3,2,1,1,1,2,7,7,2,1,1,2,1,4
15,4302,30,1,10,3,294,37,9,1980,1,3,19,1263,710,282,3,2,1,1,1,1,7,7,2,1,1,2,1,5
15,4004,30,1,10,3,488,37,9,2011,1,8,19,1667,202,1532,3,2,1,1,2,2,7,7,2,1,1,2,1,5
15,4147,30,1,10,3,72,37,9,2011,6,10,20,223,979,1539,3,1,1,1,2,2,7,7,2,1,1,1,6,4
15,3950,30,1,10,3,432,37,9,2011,1,3,10,336,1416,1868,3,2,1,1,2,2,2,2,1,1,1,2,1,5
15,172,30,1,10,3,763,37,9,2010,3,11,12,1335,969,728,3,2,4,1,1,2,2,2,1,1,1,1,3,5
15,150,30,1,10,3,106,37,9,2000,1,19,21,1495,747,704,3,1,3,1,1,2,7,7,2,1,1,2,1,5
15,3954,30,1,10,3,255,37,9,2005,1,3,19,595,718,1416,4,3,4,2,5,7,7,7,3,2,2,2,1,5
15,223,30,1,10,3,270,37,9,2007,1,3,12,969,1478,1076,4,3,4,2,5,7,7,7,3,2,2,2,1,5
15,152,30,1,10,3,99,37,9,2006,1,19,21,747,704,753,4,3,4,2,5,7,7,7,3,2,2,2,1,5
15,151,30,1,10,3,106,37,9,2003,1,19,21,1495,747,753,4,3,4,2,5,7,7,7,3,2,2,2,1,5
15,3313,30,1,10,3,287,37,9,1993,4,11,12,433,346,297,4,3,4,2,5,7,7,7,3,2,2,2,4,5
15,3890,30,1,10,3,609,7,9,2009,7,8,10,1975,540,1353,4,3,4,2,5,7,7,7,3,2,2,2,7,1
15,4306,30,1,10,3,91,37,9,2011,1,3,21,1863,907,1751,3,3,1,1,2,2,7,7,2,1,1,1,1,1
15,4045,30,1,10,3,135,37,9,2008,1,8,10,349,1343,719,4,3,4,2,5,7,7,7,3,2,2,2,1,5
15,4316,30,1,10,3,619,36,9,2012,6,10,0,1331,924,120,2,3,1,1,1,2,7,7,1,1,2,1,6,4
15,2628,30,1,10,3,669,37,9,1994,7,10,0,1866,1637,646,4,3,4,2,5,7,7,7,3,2,2,2,7,4
15,3548,30,1,10,3,128,37,9,2002,4,3,7,1576,956,472,4,3,4,2,5,7,7,7,3,2,2,2,4,4
15,2592,30,1,10,3,0,37,9,1994,3,4,11,1626,902,814,4,3,4,2,5,7,7,7,3,2,2,2,3,5
15,4163,30,1,10,3,753,37,9,2011,10,0,0,1933,566,256,4,3,4,2,5,7,7,7,3,2,2,2,10,4
15,4274,30,1,10,3,654,37,9,2005,10,18,0,1989,1088,685,4,3,4,2,5,7,7,7,3,2,2,2,10,5
15,196,30,1,10,3,112,37,9,2009,4,1,3,1576,1548,472,4,3,4,2,5,7,7,7,3,2,2,2,4,4
15,3646,30,1,10,3,740,37,9,2004,8,21,0,660,223,1297,4,3,4,2,5,7,7,7,3,2,2,2,8,4
15,4100,30,1,10,3,572,37,9,2011,1,8,10,1994,1368,260,3,1,1,1,5,2,7,7,2,1,2,1,1,4
15,2143,30,1,10,3,499,37,9,1995,1,6,10,1323,827,1712,4,3,4,2,5,7,7,7,3,2,2,2,1,4
15,2009,30,1,10,3,668,37,9,1964,7,10,11,1023,487,459,4,3,4,2,5,7,7,7,3,2,2,2,7,5
15,4324,30,1,10,3,283,36,9,2011,1,3,8,1623,1008,1458,3,2,2,1,1,2,7,7,2,1,1,1,1,3
15,4288,30,1,10,3,244,37,9,2012,1,10,19,895,1002,1179,2,1,1,1,2,2,7,7,2,1,1,1,1,4
15,4325,30,1,10,3,428,37,9,2005,1,19,0,315,1765,1282,2,1,1,1,2,2,7,7,2,1,1,1,1,5
15,2343,30,1,10,3,723,36,9,1964,7,21,0,1533,0,0,1,2,1,1,1,2,7,7,2,1,1,1,7,5
15,4326,30,1,10,3,552,37,9,2012,1,12,21,1437,372,1934,2,2,1,1,1,2,7,7,2,1,1,1,1,2
15,3650,30,1,10,3,140,37,9,1959,4,11,12,1283,192,537,2,2,1,1,1,2,6,1,2,1,1,1,4,1
15,4314,30,1,10,3,677,36,9,1999,7,18,0,1019,746,1596,4,3,4,2,5,7,7,7,3,2,2,2,7,4
15,3635,30,1,10,3,595,37,9,2009,4,3,7,528,368,992,4,3,4,2,5,7,7,7,3,2,2,2,4,4
15,141,30,1,10,3,287,37,9,2009,4,3,12,414,1826,897,4,3,4,2,5,7,7,7,3,2,2,2,4,4
15,220,30,1,10,3,23,37,9,2004,1,17,19,1957,239,246,4,3,4,2,5,7,7,7,3,2,2,2,1,5
15,3219,30,1,10,3,307,13,9,1991,1,19,21,131,1191,530,4,3,4,2,5,7,7,7,3,2,2,2,1,4
15,218,30,1,10,3,270,37,9,2003,1,3,12,969,1478,1076,4,3,4,2,5,7,7,7,3,2,2,2,1,5
15,4329,30,1,10,3,435,36,9,2006,6,10,0,607,823,673,3,1,1,1,2,2,1,1,2,1,2,1,6,5
15,4331,30,1,10,3,41,37,9,2012,1,3,12,1819,1230,1683,3,2,1,1,5,2,7,7,2,1,1,1,1,4
15,4219,30,1,10,3,741,37,9,2011,10,13,22,903,561,1526,3,2,1,1,1,2,7,7,2,1,1,1,10,5
15,4333,30,1,10,3,171,37,9,1984,1,3,19,1129,611,594,2,1,1,1,2,2,7,7,1,1,1,2,1,4
15,3773,30,1,10,3,516,37,9,1991,1,3,7,251,431,84,4,3,4,2,5,7,7,7,3,2,2,2,1,3
15,3856,30,1,10,3,143,37,9,2009,4,1,3,1584,1725,748,4,3,4,2,5,7,7,7,3,2,2,2,4,3
15,3753,30,1,10,3,586,37,9,2006,8,21,0,1001,1404,1755,4,3,4,2,5,7,7,7,3,2,2,2,8,4
15,4348,30,1,10,3,108,37,9,2011,10,11,0,1297,1699,1838,1,2,1,1,1,2,2,2,2,1,1,1,10,5
15,4349,30,1,10,3,752,37,9,2012,3,7,10,1019,1185,130,2,2,2,1,1,2,2,2,2,1,2,2,3,5
15,4350,30,1,10,3,477,37,9,2011,1,6,8,667,1372,1366,2,2,2,1,1,2,7,7,2,1,1,1,1,3
15,4351,30,1,10,3,18,13,10,2009,7,0,0,294,31,222,2,2,2,1,1,2,2,2,2,1,1,1,7,5
15,4352,30,1,10,3,766,12,9,2012,1,7,19,1014,363,689,3,1,2,1,1,1,7,7,2,1,1,1,1,4
15,3781,30,1,10,3,657,37,9,2007,3,7,10,794,1404,1711,4,3,4,2,5,7,7,7,3,2,2,2,3,4
15,4353,30,1,10,3,647,36,9,1993,4,3,7,1929,1301,890,1,3,2,1,1,1,7,7,2,1,1,1,4,4
15,4360,30,1,10,3,391,37,9,1990,7,16,18,969,81,1544,3,1,2,1,2,2,2,2,2,1,1,1,7,4
15,4319,30,1,10,3,525,13,9,2011,7,18,10,866,179,952,2,2,2,1,1,2,7,7,1,1,1,1,7,5
315,11,28,1,10,3,346,37,9,2010,7,18,18,862,61,1378,3,1,3,1,1,2,2,2,1,1,2,1,7,4
315,214,28,1,10,3,493,37,9,2003,14,21,17,704,1622,309,3,2,3,1,5,2,3,3,2,1,2,1,14,3
315,215,28,1,10,3,98,37,9,2010,1,14,17,1857,1562,939,2,2,3,1,2,2,3,3,2,1,2,1,1,2
315,216,28,1,10,3,158,37,9,2003,7,0,0,172,513,535,3,1,3,1,5,2,2,2,1,1,2,1,7,4
315,99,28,1,10,3,396,37,9,2010,1,3,19,1622,699,497,3,1,3,1,5,2,2,2,2,1,1,1,1,5
315,228,28,1,10,3,542,37,9,2009,8,21,0,127,1404,1562,3,1,3,1,5,2,7,4,2,1,2,1,8,4
315,229,28,1,10,3,253,37,9,2002,6,7,8,1679,513,660,3,1,3,1,1,2,6,6,2,1,1,1,6,2
315,235,28,1,10,3,506,37,9,2001,10,17,18,127,98,1840,3,1,3,1,1,2,7,7,2,1,2,1,10,3
315,237,28,1,10,3,804,7,9,2010,1,7,23,1504,1744,517,2,1,3,1,1,2,2,2,1,1,2,1,1,5
315,166,28,1,10,3,126,37,9,2010,4,3,7,862,667,366,3,1,3,1,1,2,2,2,1,1,1,1,4,4
315,107,28,1,10,3,568,37,9,2005,7,12,18,1439,1953,1742,3,2,3,1,1,2,2,2,2,1,2,1,7,5
315,74,28,1,10,3,650,36,9,2005,1,3,13,1478,587,902,3,2,3,1,2,2,1,6,2,2,2,1,1,4
315,3514,28,1,10,3,808,37,9,2004,1,18,0,223,574,1478,3,2,3,1,2,2,7,7,2,2,2,1,1,3
315,3515,28,1,10,3,765,37,9,2005,1,3,12,769,916,1345,2,2,3,1,5,2,2,2,2,1,1,1,1,4
315,3516,28,1,10,3,765,37,9,2007,1,3,12,769,916,1345,3,2,3,1,2,2,2,2,2,1,1,1,1,5
315,178,28,1,10,3,453,37,9,2010,4,3,7,1866,1849,932,3,1,3,1,2,1,2,2,2,1,1,1,4,4
315,3545,28,1,10,3,201,37,9,2010,1,3,7,1344,1284,550,3,1,3,1,5,2,7,7,2,1,1,1,1,2
315,3546,28,1,10,3,52,37,9,2003,10,18,22,1008,1439,1593,2,1,3,1,5,2,1,1,2,1,2,1,10,4
315,3550,28,1,10,3,747,36,9,2005,10,17,21,1439,1715,295,3,2,3,1,1,2,1,1,2,1,2,1,10,3
315,112,28,1,10,3,741,37,9,1984,1,3,0,710,1054,985,3,2,3,1,2,2,2,2,2,1,1,2,1,5
315,167,28,1,10,3,208,37,9,2004,10,17,19,139,82,1330,3,1,3,1,1,2,4,4,2,1,2,1,10,5
315,3000,28,1,10,3,741,37,9,1981,1,3,18,710,1046,1502,3,1,3,1,1,2,2,2,2,1,1,2,1,5
315,2491,28,1,10,3,669,37,9,1985,3,7,19,1351,364,1155,3,3,4,1,1,2,2,2,2,1,1,2,3,4
315,3744,28,1,10,3,669,37,9,1989,3,7,11,1351,364,1837,3,3,4,1,1,2,2,2,2,1,1,2,3,4
315,3745,28,1,10,3,669,37,9,1990,3,7,11,1351,364,1837,3,3,4,1,1,2,2,2,2,1,1,2,3,4
315,2677,28,1,10,3,650,36,9,1979,19,14,21,1873,1746,1915,4,1,4,1,5,2,3,3,2,1,1,1,19,3
315,3847,28,1,10,3,736,37,9,2010,10,16,18,321,354,575,3,2,4,1,1,2,2,2,2,1,2,1,10,5
315,3748,28,1,10,3,221,37,9,2010,1,10,21,969,98,1500,3,1,4,1,2,2,2,2,1,1,2,1,1,4
315,3875,28,1,10,3,291,8,17,2010,6,10,0,332,1990,320,3,2,4,1,1,2,7,7,1,1,1,1,6,3
315,3907,28,1,10,3,727,37,9,1986,1,14,19,556,1488,1144,3,2,1,1,1,2,6,6,2,1,1,1,1,3
315,3770,28,1,10,3,411,37,9,2010,1,3,19,877,640,244,3,1,1,1,5,2,7,7,2,1,1,1,1,2
315,3921,28,1,10,3,716,37,10,2006,6,10,13,1113,856,1613,3,2,1,1,1,2,4,4,2,1,2,1,6,3
315,3927,28,1,10,3,789,37,9,2010,7,0,0,839,1899,1816,3,1,1,1,5,2,7,7,2,1,1,1,7,2
315,86,28,1,10,3,467,13,10,2010,1,3,12,1212,672,1540,3,1,1,1,1,2,2,2,1,1,1,1,1,5
315,3923,28,1,10,3,485,37,9,2007,1,12,21,1437,589,1675,3,1,1,1,1,2,2,2,1,1,1,2,1,4
315,3743,28,1,10,3,591,37,9,2010,7,0,0,1620,172,1483,3,1,1,1,1,2,7,7,2,1,2,1,7,3
315,3931,28,1,10,3,64,37,9,2010,10,21,0,1022,1180,74,2,2,1,1,1,2,4,1,2,1,1,1,10,4
315,190,28,1,10,3,728,37,9,1998,1,3,12,1947,1774,1119,3,1,1,1,5,2,3,7,1,1,1,1,1,4
315,191,28,1,10,3,279,37,9,2002,1,3,12,1947,1119,1640,3,2,1,1,5,2,6,6,1,1,1,1,1,3
315,192,28,1,10,3,176,37,9,2004,1,3,12,1947,917,1667,3,2,1,1,2,2,2,2,1,1,1,1,1,4
315,3965,28,1,10,3,608,37,9,2003,7,0,0,16,794,1258,3,1,1,1,1,2,2,2,2,1,2,1,7,4
315,3966,28,1,10,3,296,37,9,2011,7,18,0,1416,139,1101,4,1,1,1,1,2,2,2,1,1,2,1,7,4
315,3969,28,1,10,3,260,37,9,1944,7,16,0,1582,582,160,3,1,1,1,1,2,2,2,1,1,1,2,7,5
315,3971,28,1,10,3,117,37,9,1953,10,16,18,1171,1322,868,2,1,1,1,1,2,2,2,1,1,1,2,10,5
315,3973,28,1,10,3,81,37,9,1963,7,18,0,793,1742,1206,4,2,1,1,2,2,2,2,1,1,1,2,7,5
315,1905,28,1,10,3,500,37,9,1971,11,16,12,653,789,1530,2,1,1,1,2,2,2,2,1,1,1,2,11,3
315,3970,28,1,10,3,407,37,9,2011,1,19,0,5,1374,1566,3,1,1,1,1,2,7,7,1,1,1,1,1,1
315,3964,28,1,10,3,547,37,9,2011,17,19,21,224,8,1620,3,2,1,1,5,2,2,2,1,1,2,2,17,4
315,3952,28,1,10,3,114,37,9,2011,12,14,17,74,645,1222,2,1,1,1,2,2,7,7,2,1,2,1,12,4
315,3347,28,1,10,3,722,37,9,1952,7,16,18,652,502,464,3,1,1,1,4,2,2,2,1,1,1,1,7,5
