userID,social,endEmo,dominantEmo,mood
315,2,2,2,1
315,2,2,2,1
315,2,7,7,1
315,2,7,7,1
315,2,2,2,1
315,2,2,2,1
315,2,2,2,1
315,2,2,2,1
315,2,2,7,2
315,2,7,7,2
315,2,4,4,2
315,2,2,2,1
315,7,7,7,2
315,2,2,2,2
315,2,7,7,1
315,2,7,7,2
315,1,7,7,2
315,2,7,7,2
315,2,7,7,2
315,2,2,2,1
315,2,2,2,1
315,2,7,7,2
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,2,7,7,2
315,7,7,7,3
315,2,7,7,1
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,2,7,7,2
315,7,7,7,3
315,7,7,7,3
315,2,7,7,2
315,2,7,7,2
315,2,7,7,2
315,2,7,7,2
315,2,7,7,2
315,2,6,1,2
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,2,1,1,2
315,2,7,7,2
315,2,7,7,2
315,2,7,7,1
315,7,7,7,3
315,7,7,7,3
315,7,7,7,3
315,2,2,2,2
315,2,2,2,2
315,2,7,7,2
315,2,2,2,2
315,1,7,7,2
315,7,7,7,3
315,1,7,7,2
315,2,2,2,2
315,2,7,7,1
615,2,2,2,1
615,2,3,3,2
615,2,3,3,2
615,2,2,2,1
615,2,2,2,2
615,2,7,4,2
615,2,6,6,2
615,2,7,7,2
615,2,2,2,1
615,2,2,2,1
615,2,2,2,2
615,2,1,6,2
615,2,7,7,2
615,2,2,2,2
615,2,2,2,2
615,1,2,2,2
615,2,7,7,2
615,2,1,1,2
615,2,1,1,2
615,2,2,2,2
615,2,4,4,2
615,2,2,2,2
615,2,2,2,2
615,2,2,2,2
615,2,2,2,2
615,2,3,3,2
615,2,2,2,2
615,2,2,2,1
615,2,7,7,1
615,2,6,6,2
615,2,7,7,2
615,2,4,4,2
615,2,7,7,2
615,2,2,2,1
615,2,2,2,1
615,2,7,7,2
615,2,4,1,2
615,2,3,7,1
615,2,6,6,1
615,2,2,2,1
615,2,2,2,2
615,2,2,2,1
615,2,2,2,1
615,2,2,2,1
615,2,2,2,1
615,2,2,2,1
615,2,7,7,1
615,2,2,2,1
615,2,7,7,2
615,2,2,2,1
615,2,2,2,1
615,2,2,2,2
615,2,6,6,1
615,2,2,2,2
615,2,2,2,3
615,2,2,2,2
615,2,2,2,2
615,2,2,2,2
615,2,2,2,1
615,2,2,2,1
615,1,7,7,2
615,2,2,2,2
615,2,2,2,1
615,2,7,7,2
615,2,7,7,2
615,2,7,7,1
615,2,7,7,2
615,2,7,7,2
615,2,7,7,2
615,2,4,4,2
615,2,4,7,2
615,2,2,2,2
615,2,4,4,2
615,1,2,2,1
615,2,2,2,1
615,2,2,2,1
615,1,2,2,1
615,2,7,7,2
615,2,7,7,2
615,2,7,7,2
615,2,7,7,2
615,2,7,7,2
615,2,2,2,2
615,2,7,7,2
615,2,2,2,2
615,2,7,7,2
615,1,7,7,2
615,1,6,6,1
615,1,7,7,2
615,1,7,7,2
615,2,2,2,1
615,2,7,7,2
615,2,7,7,2
615,2,7,7,2
615,1,7,7,2
615,2,7,7,1
615,2,2,2,1
615,2,7,7,1
615,2,7,7,1
615,2,2,2,1
615,2,2,2,1
615,2,7,7,1
615,2,7,7,1
615,2,2,2,1
615,2,2,2,1
615,2,2,2,1
615,2,2,2,1
615,2,2,7,2
615,2,7,7,2
615,2,4,4,2
615,2,2,2,1
615,7,7,7,2
615,2,2,2,2
615,2,7,7,1
615,2,7,7,2
615,1,7,7,2
615,2,7,7,2
615,2,7,7,2
615,2,2,2,1
615,2,2,2,1
615,2,7,7,2
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,2,7,7,2
615,7,7,7,3
615,2,7,7,1
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,2,7,7,2
615,7,7,7,3
615,7,7,7,3
615,2,7,7,2
615,2,7,7,2
615,2,7,7,2
615,2,7,7,2
615,2,7,7,2
615,2,6,1,2
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,2,1,1,2
615,2,7,7,2
615,2,7,7,2
615,2,7,7,1
615,7,7,7,3
615,7,7,7,3
615,7,7,7,3
615,2,2,2,2
615,2,2,2,2
615,2,7,7,2
615,2,2,2,2
615,1,7,7,2
615,7,7,7,3
615,1,7,7,2
615,2,2,2,2
615,2,7,7,1
915,2,2,2,1
915,2,3,3,2
915,2,3,3,2
915,2,2,2,1
915,2,2,2,2
915,2,7,4,2
915,2,6,6,2
915,2,7,7,2
915,2,2,2,1
915,2,2,2,1
915,2,2,2,2
915,2,1,6,2
915,2,7,7,2
915,2,2,2,2
915,2,2,2,2
915,1,2,2,2
915,2,7,7,2
915,2,1,1,2
915,2,1,1,2
915,2,2,2,2
915,2,4,4,2
915,2,2,2,2
915,2,2,2,2
915,2,2,2,2
915,2,2,2,2
915,2,3,3,2
915,2,2,2,2
915,2,2,2,1
915,2,7,7,1
915,2,6,6,2
915,2,7,7,2
915,2,4,4,2
915,2,7,7,2
915,2,2,2,1
915,2,2,2,1
915,2,7,7,2
915,2,4,1,2
915,2,3,7,1
915,2,6,6,1
915,2,2,2,1
915,2,2,2,2
915,2,2,2,1
915,2,2,2,1
915,2,2,2,1
915,2,2,2,1
915,2,2,2,1
915,2,7,7,1
915,2,2,2,1
915,2,7,7,2
915,2,2,2,1
915,2,2,2,1
915,2,2,2,2
915,2,6,6,1
915,2,2,2,2
915,2,2,2,3
915,2,2,2,2
915,2,2,2,2
915,2,2,2,2
915,2,2,2,1
915,2,2,2,1
915,1,7,7,2
915,2,2,2,2
915,2,2,2,1
915,2,7,7,2
915,2,7,7,2
915,2,7,7,1
915,2,7,7,2
915,2,7,7,2
915,2,7,7,2
915,2,4,4,2
915,2,4,7,2
915,2,2,2,2
915,2,4,4,2
915,1,2,2,1
915,2,2,2,1
915,2,2,2,1
915,1,2,2,1
915,2,7,7,2
915,2,7,7,2
915,2,7,7,2
915,2,7,7,2
915,2,7,7,2
915,2,2,2,2
915,2,7,7,2
915,2,2,2,2
915,2,7,7,2
915,1,7,7,2
915,1,6,6,1
915,1,7,7,2
915,1,7,7,2
915,2,2,2,1
915,2,7,7,2
915,2,7,7,2
915,2,7,7,2
915,1,7,7,2
915,2,7,7,1
915,2,2,2,1
915,2,7,7,1
915,2,7,7,1
915,2,2,2,1
915,2,2,2,1
915,2,7,7,1
915,2,7,7,1
915,2,2,2,1
915,2,2,2,1
915,2,2,2,1
915,2,2,2,1
915,2,2,7,2
915,2,7,7,2
915,2,4,4,2
915,2,2,2,1
915,7,7,7,2
915,2,2,2,2
915,2,7,7,1
915,2,7,7,2
915,1,7,7,2
915,2,7,7,2
915,2,7,7,2
915,2,2,2,1
915,2,2,2,1
915,2,7,7,2
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,2,7,7,2
915,7,7,7,3
915,2,7,7,1
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,2,7,7,2
915,7,7,7,3
915,7,7,7,3
915,2,7,7,2
915,2,7,7,2
915,2,7,7,2
915,2,7,7,2
915,2,7,7,2
915,2,6,1,2
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,2,1,1,2
915,2,7,7,2
915,2,7,7,2
915,2,7,7,1
915,7,7,7,3
915,7,7,7,3
915,7,7,7,3
915,2,2,2,2
915,2,2,2,2
915,2,7,7,2
915,2,2,2,2
915,1,7,7,2
915,7,7,7,3
915,1,7,7,2
915,2,2,2,2
915,2,7,7,1
20,7,1,1,3
20,7,7,7,1
20,7,7,7,1
20,7,2,2,1
20,1,2,1,2
320,7,1,1,3
320,7,7,7,1
320,7,7,7,1
320,7,2,2,1
320,1,2,1,2
620,7,1,1,3
620,7,7,7,1
620,7,7,7,1
620,7,2,2,1
620,1,2,1,2
920,7,1,1,3
920,7,7,7,1
920,7,7,7,1
920,7,2,2,1
920,1,2,1,2
1220,7,1,1,3
1220,7,7,7,1
1220,7,7,7,1
1220,7,2,2,1
1220,1,2,1,2
21,2,2,2,2
21,2,2,2,1
21,2,1,7,1
21,1,7,5,1
21,1,2,4,2
21,1,1,6,1
21,4,2,2,2
21,1,2,2,2
21,1,1,2,2
21,2,2,7,1
21,1,1,7,3
21,1,2,7,2
21,2,2,2,1
21,1,1,3,2
21,2,4,4,1
21,7,2,2,1
21,7,4,7,1
21,2,2,7,1
21,7,2,4,1
21,2,2,2,1
21,2,2,3,1
21,1,7,7,1
21,1,2,5,2
21,1,2,2,1
21,1,7,2,2
21,1,7,7,2
21,1,7,5,2
21,1,2,2,2
21,1,7,5,1
21,2,7,2,2
21,1,2,7,3
21,2,7,7,2
21,2,7,7,1
21,1,2,2,1
21,1,2,5,1
21,1,2,5,1
21,1,7,7,1
21,2,2,2,1
21,1,7,7,2
21,2,2,4,1
21,1,1,7,1
21,1,7,7,1
21,1,2,7,1
21,1,7,2,1
21,1,7,7,2
21,1,2,5,1
21,1,7,3,2
21,1,2,2,1
21,1,7,7,1
21,1,1,6,2
21,2,2,2,1
21,4,2,2,1
21,2,7,7,1
21,2,2,4,2
21,2,7,4,2
21,2,2,2,1
21,2,4,3,1
21,1,2,5,1
21,1,4,3,1
21,1,4,7,1
21,1,7,7,1
21,1,2,7,1
21,1,2,2,1
21,1,2,2,1
21,2,1,2,1
21,2,7,3,1
21,2,2,7,2
21,2,2,2,1
21,1,3,7,1
21,1,7,3,1
21,2,7,6,1
21,1,2,7,1
21,1,7,4,1
21,1,7,5,1
21,1,2,2,3
21,2,2,1,1
21,2,7,2,1
21,1,2,2,1
21,1,1,1,1
21,2,2,2,1
21,1,7,3,2
21,4,2,2,1
21,2,2,3,2
21,2,2,2,1
21,1,2,1,2
21,2,2,2,1
21,2,2,2,1
21,1,7,5,1
21,1,7,3,1
21,2,7,3,1
21,2,7,7,1
21,2,7,4,1
21,1,5,7,1
21,2,7,7,1
21,2,2,2,1
21,2,2,2,1
21,1,2,4,1
21,1,2,5,2
21,1,2,5,1
21,1,2,5,1
21,2,7,1,1
21,2,7,2,1
21,1,7,5,2
21,1,7,4,2
21,2,7,7,1
21,1,2,2,1
21,1,7,4,2
21,1,2,4,2
21,1,2,5,1
21,2,2,7,2
21,1,2,2,1
21,2,4,3,1
21,1,7,5,1
21,2,7,7,2
21,2,2,2,2
21,2,7,7,1
21,2,7,7,1
21,2,2,3,2
21,1,2,4,1
21,2,1,2,1
21,1,7,5,2
21,1,2,4,2
21,1,7,7,1
21,1,2,4,1
21,2,7,7,2
21,1,7,4,2
21,1,7,7,1
21,1,2,4,1
21,2,2,6,1
21,2,4,4,1
21,2,2,2,1
21,2,2,2,1
21,2,4,7,2
21,1,7,3,1
21,1,7,5,1
21,7,7,7,3
21,7,7,7,3
21,7,7,7,3
21,7,7,7,3
21,2,2,2,1
21,4,7,7,1
21,2,1,5,1
21,1,2,7,1
321,2,2,2,2
321,2,2,2,1
321,2,1,7,1
321,1,7,5,1
321,1,2,4,2
321,1,1,6,1
321,4,2,2,2
321,1,2,2,2
321,1,1,2,2
321,2,2,7,1
321,1,1,7,3
321,1,2,7,2
321,2,2,2,1
321,1,1,3,2
321,2,4,4,1
321,7,2,2,1
321,7,4,7,1
321,2,2,7,1
321,7,2,4,1
321,2,2,2,1
321,2,2,3,1
321,1,7,7,1
321,1,2,5,2
321,1,2,2,1
321,1,7,2,2
321,1,7,7,2
321,1,7,5,2
321,1,2,2,2
321,1,7,5,1
321,2,7,2,2
321,1,2,7,3
321,2,7,7,2
321,2,7,7,1
321,1,2,2,1
321,1,2,5,1
321,1,2,5,1
321,1,7,7,1
321,2,2,2,1
321,1,7,7,2
321,2,2,4,1
321,1,1,7,1
321,1,7,7,1
321,1,2,7,1
321,1,7,2,1
321,1,7,7,2
321,1,2,5,1
321,1,7,3,2
321,1,2,2,1
321,1,7,7,1
321,1,1,6,2
321,2,2,2,1
321,4,2,2,1
321,2,7,7,1
321,2,2,4,2
321,2,7,4,2
321,2,2,2,1
321,2,4,3,1
321,1,2,5,1
321,1,4,3,1
321,1,4,7,1
321,1,7,7,1
321,1,2,7,1
321,1,2,2,1
321,1,2,2,1
321,2,1,2,1
321,2,7,3,1
321,2,2,7,2
321,2,2,2,1
321,1,3,7,1
321,1,7,3,1
321,2,7,6,1
321,1,2,7,1
321,1,7,4,1
321,1,7,5,1
321,1,2,2,3
321,2,2,1,1
321,2,7,2,1
321,1,2,2,1
321,1,1,1,1
321,2,2,2,1
321,1,7,3,2
321,4,2,2,1
321,2,2,3,2
321,2,2,2,1
321,1,2,1,2
321,2,2,2,1
321,2,2,2,1
321,1,7,5,1
321,1,7,3,1
321,2,7,3,1
321,2,7,7,1
321,2,7,4,1
321,1,5,7,1
321,2,7,7,1
321,2,2,2,1
321,2,2,2,1
321,1,2,4,1
321,1,2,5,2
321,1,2,5,1
321,1,2,5,1
321,2,7,1,1
321,2,7,2,1
321,1,7,5,2
321,1,7,4,2
321,2,7,7,1
321,1,2,2,1
321,1,7,4,2
321,1,2,4,2
321,1,2,5,1
321,2,2,7,2
321,1,2,2,1
321,2,4,3,1
321,1,7,5,1
321,2,7,7,2
321,2,2,2,2
321,2,7,7,1
321,2,7,7,1
321,2,2,3,2
321,1,2,4,1
321,2,1,2,1
321,1,7,5,2
321,1,2,4,2
321,1,7,7,1
321,1,2,4,1
321,2,7,7,2
321,1,7,4,2
321,1,7,7,1
321,1,2,4,1
321,2,2,6,1
321,2,4,4,1
321,2,2,2,1
321,2,2,2,1
321,2,4,7,2
321,1,7,3,1
321,1,7,5,1
321,7,7,7,3
321,7,7,7,3
321,7,7,7,3
321,7,7,7,3
321,2,2,2,1
321,4,7,7,1
321,2,1,5,1
321,1,2,7,1
621,2,2,2,2
621,2,2,2,1
621,2,1,7,1
621,1,7,5,1
621,1,2,4,2
621,1,1,6,1
621,4,2,2,2
621,1,2,2,2
621,1,1,2,2
621,2,2,7,1
621,1,1,7,3
621,1,2,7,2
621,2,2,2,1
621,1,1,3,2
621,2,4,4,1
621,7,2,2,1
621,7,4,7,1
621,2,2,7,1
621,7,2,4,1
621,2,2,2,1
621,2,2,3,1
621,1,7,7,1
621,1,2,5,2
621,1,2,2,1
621,1,7,2,2
621,1,7,7,2
621,1,7,5,2
621,1,2,2,2
621,1,7,5,1
621,2,7,2,2
621,1,2,7,3
621,2,7,7,2
621,2,7,7,1
621,1,2,2,1
621,1,2,5,1
621,1,2,5,1
621,1,7,7,1
621,2,2,2,1
621,1,7,7,2
621,2,2,4,1
621,1,1,7,1
621,1,7,7,1
621,1,2,7,1
621,1,7,2,1
621,1,7,7,2
621,1,2,5,1
621,1,7,3,2
621,1,2,2,1
621,1,7,7,1
621,1,1,6,2
621,2,2,2,1
621,4,2,2,1
621,2,7,7,1
621,2,2,4,2
621,2,7,4,2
621,2,2,2,1
621,2,4,3,1
621,1,2,5,1
621,1,4,3,1
621,1,4,7,1
621,1,7,7,1
621,1,2,7,1
621,1,2,2,1
621,1,2,2,1
621,2,1,2,1
621,2,7,3,1
621,2,2,7,2
621,2,2,2,1
621,1,3,7,1
621,1,7,3,1
621,2,7,6,1
621,1,2,7,1
621,1,7,4,1
621,1,7,5,1
621,1,2,2,3
621,2,2,1,1
621,2,7,2,1
621,1,2,2,1
621,1,1,1,1
621,2,2,2,1
621,1,7,3,2
621,4,2,2,1
621,2,2,3,2
621,2,2,2,1
621,1,2,1,2
621,2,2,2,1
621,2,2,2,1
621,1,7,5,1
621,1,7,3,1
621,2,7,3,1
621,2,7,7,1
621,2,7,4,1
621,1,5,7,1
621,2,7,7,1
621,2,2,2,1
621,2,2,2,1
621,1,2,4,1
621,1,2,5,2
621,1,2,5,1
621,1,2,5,1
621,2,7,1,1
621,2,7,2,1
621,1,7,5,2
621,1,7,4,2
621,2,7,7,1
621,1,2,2,1
621,1,7,4,2
621,1,2,4,2
621,1,2,5,1
621,2,2,7,2
621,1,2,2,1
621,2,4,3,1
621,1,7,5,1
621,2,7,7,2
621,2,2,2,2
621,2,7,7,1
621,2,7,7,1
621,2,2,3,2
621,1,2,4,1
621,2,1,2,1
621,1,7,5,2
621,1,2,4,2
621,1,7,7,1
621,1,2,4,1
621,2,7,7,2
621,1,7,4,2
621,1,7,7,1
621,1,2,4,1
621,2,2,6,1
621,2,4,4,1
621,2,2,2,1
621,2,2,2,1
621,2,4,7,2
621,1,7,3,1
621,1,7,5,1
621,7,7,7,3
621,7,7,7,3
621,7,7,7,3
621,7,7,7,3
621,2,2,2,1
621,4,7,7,1
621,2,1,5,1
621,1,2,7,1
921,2,2,2,2
921,2,2,2,1
921,2,1,7,1
921,1,7,5,1
921,1,2,4,2
921,1,1,6,1
921,4,2,2,2
921,1,2,2,2
921,1,1,2,2
921,2,2,7,1
921,1,1,7,3
921,1,2,7,2
921,2,2,2,1
921,1,1,3,2
921,2,4,4,1
921,7,2,2,1
921,7,4,7,1
921,2,2,7,1
921,7,2,4,1
921,2,2,2,1
921,2,2,3,1
921,1,7,7,1
921,1,2,5,2
921,1,2,2,1
921,1,7,2,2
921,1,7,7,2
921,1,7,5,2
921,1,2,2,2
921,1,7,5,1
921,2,7,2,2
921,1,2,7,3
921,2,7,7,2
921,2,7,7,1
921,1,2,2,1
921,1,2,5,1
921,1,2,5,1
921,1,7,7,1
921,2,2,2,1
921,1,7,7,2
921,2,2,4,1
921,1,1,7,1
921,1,7,7,1
921,1,2,7,1
921,1,7,2,1
921,1,7,7,2
921,1,2,5,1
921,1,7,3,2
921,1,2,2,1
921,1,7,7,1
921,1,1,6,2
921,2,2,2,1
921,4,2,2,1
921,2,7,7,1
921,2,2,4,2
921,2,7,4,2
921,2,2,2,1
921,2,4,3,1
921,1,2,5,1
921,1,4,3,1
921,1,4,7,1
921,1,7,7,1
921,1,2,7,1
921,1,2,2,1
921,1,2,2,1
921,2,1,2,1
921,2,7,3,1
921,2,2,7,2
921,2,2,2,1
921,1,3,7,1
921,1,7,3,1
921,2,7,6,1
921,1,2,7,1
921,1,7,4,1
921,1,7,5,1
921,1,2,2,3
921,2,2,1,1
921,2,7,2,1
921,1,2,2,1
921,1,1,1,1
921,2,2,2,1
921,1,7,3,2
921,4,2,2,1
921,2,2,3,2
921,2,2,2,1
921,1,2,1,2
921,2,2,2,1
921,2,2,2,1
921,1,7,5,1
921,1,7,3,1
921,2,7,3,1
921,2,7,7,1
921,2,7,4,1
921,1,5,7,1
921,2,7,7,1
921,2,2,2,1
921,2,2,2,1
921,1,2,4,1
921,1,2,5,2
921,1,2,5,1
921,1,2,5,1
921,2,7,1,1
921,2,7,2,1
921,1,7,5,2
921,1,7,4,2
921,2,7,7,1
921,1,2,2,1
921,1,7,4,2
921,1,2,4,2
921,1,2,5,1
921,2,2,7,2
921,1,2,2,1
921,2,4,3,1
921,1,7,5,1
921,2,7,7,2
921,2,2,2,2
921,2,7,7,1
921,2,7,7,1
921,2,2,3,2
921,1,2,4,1
921,2,1,2,1
921,1,7,5,2
921,1,2,4,2
921,1,7,7,1
921,1,2,4,1
921,2,7,7,2
921,1,7,4,2
921,1,7,7,1
921,1,2,4,1
921,2,2,6,1
921,2,4,4,1
921,2,2,2,1
921,2,2,2,1
921,2,4,7,2
921,1,7,3,1
921,1,7,5,1
921,7,7,7,3
921,7,7,7,3
921,7,7,7,3
921,7,7,7,3
921,2,2,2,1
921,4,7,7,1
921,2,1,5,1
921,1,2,7,1
1221,2,2,2,2
1221,2,2,2,1
1221,2,1,7,1
1221,1,7,5,1
1221,1,2,4,2
1221,1,1,6,1
1221,4,2,2,2
1221,1,2,2,2
1221,1,1,2,2
1221,2,2,7,1
1221,1,1,7,3
1221,1,2,7,2
1221,2,2,2,1
1221,1,1,3,2
1221,2,4,4,1
1221,7,2,2,1
1221,7,4,7,1
1221,2,2,7,1
1221,7,2,4,1
1221,2,2,2,1
1221,2,2,3,1
1221,1,7,7,1
1221,1,2,5,2
1221,1,2,2,1
1221,1,7,2,2
1221,1,7,7,2
1221,1,7,5,2
1221,1,2,2,2
1221,1,7,5,1
1221,2,7,2,2
1221,1,2,7,3
1221,2,7,7,2
1221,2,7,7,1
1221,1,2,2,1
1221,1,2,5,1
1221,1,2,5,1
1221,1,7,7,1
1221,2,2,2,1
1221,1,7,7,2
1221,2,2,4,1
1221,1,1,7,1
1221,1,7,7,1
1221,1,2,7,1
1221,1,7,2,1
1221,1,7,7,2
1221,1,2,5,1
1221,1,7,3,2
1221,1,2,2,1
1221,1,7,7,1
1221,1,1,6,2
1221,2,2,2,1
1221,4,2,2,1
1221,2,7,7,1
1221,2,2,4,2
1221,2,7,4,2
1221,2,2,2,1
1221,2,4,3,1
1221,1,2,5,1
1221,1,4,3,1
1221,1,4,7,1
1221,1,7,7,1
1221,1,2,7,1
1221,1,2,2,1
1221,1,2,2,1
1221,2,1,2,1
1221,2,7,3,1
1221,2,2,7,2
1221,2,2,2,1
1221,1,3,7,1
1221,1,7,3,1
1221,2,7,6,1
1221,1,2,7,1
1221,1,7,4,1
1221,1,7,5,1
1221,1,2,2,3
1221,2,2,1,1
1221,2,7,2,1
1221,1,2,2,1
1221,1,1,1,1
1221,2,2,2,1
1221,1,7,3,2
1221,4,2,2,1
1221,2,2,3,2
1221,2,2,2,1
1221,1,2,1,2
1221,2,2,2,1
1221,2,2,2,1
1221,1,7,5,1
1221,1,7,3,1
1221,2,7,3,1
1221,2,7,7,1
1221,2,7,4,1
1221,1,5,7,1
1221,2,7,7,1
1221,2,2,2,1
1221,2,2,2,1
1221,1,2,4,1
1221,1,2,5,2
1221,1,2,5,1
1221,1,2,5,1
1221,2,7,1,1
1221,2,7,2,1
1221,1,7,5,2
1221,1,7,4,2
1221,2,7,7,1
1221,1,2,2,1
1221,1,7,4,2
1221,1,2,4,2
1221,1,2,5,1
1221,2,2,7,2
1221,1,2,2,1
1221,2,4,3,1
1221,1,7,5,1
1221,2,7,7,2
1221,2,2,2,2
